À—À˜’º”√◊ ‘¥±»¿˝	0
∏˙◊Ÿ’º”√◊ ‘¥±»¿˝	0.335625
≥…œÒ’º”√◊ ‘¥±»¿˝	0
ø’œ–◊ ‘¥±»¿˝	0.664375
 ±º‰(√Î)	∫Ωº£∫≈	¬À≤®–±æ‡(√◊)	’Ê÷µ–±æ‡(√◊)	¬À≤®∑ΩŒª(∂»)	’Ê÷µ∑ΩŒª(∂»)	¬À≤®∏©—ˆ(∂»)	’Ê÷µ∏©—ˆ(∂»)	¬À≤®ÀŸ∂»(m/s)	’Ê÷µÀŸ∂»(m/s)	RCS	∫Ωº£◊¥Ã¨
1365.0340	1	2167594.7865	2165814.2947	348.0706	348.0706	31.5637	31.5638	-4019.3751	-4018.5823	-1.0000	Œ»∂®∫Ωº£
1365.2000	0	2165350.1743	2165147.2540	348.0608	348.0608	31.5795	31.5791	-4018.7327	-4018.1253	-1.0000	Œ»∂®∫Ωº£
1365.2340	1	2166791.0966	2165010.6344	348.0588	348.0588	31.5822	31.5823	-4017.8633	-4018.0316	-1.0000	Œ»∂®∫Ωº£
1365.4000	0	2164546.6496	2164343.6851	348.0491	348.0491	31.5980	31.5977	-4017.2486	-4017.5739	-1.0000	Œ»∂®∫Ωº£
1365.4340	1	2165987.5192	2164207.0843	348.0471	348.0471	31.6007	31.6008	-4017.8930	-4017.4801	-1.0000	Œ»∂®∫Ωº£
1365.6000	0	2163743.2314	2163540.2267	348.0373	348.0373	31.6165	31.6162	-4017.2679	-4017.0217	-1.0000	Œ»∂®∫Ωº£
1365.6340	1	2165184.0399	2163403.6446	348.0353	348.0353	31.6192	31.6193	-4017.9095	-4016.9277	-1.0000	Œ»∂®∫Ωº£
1365.8000	0	2162939.9049	2162736.8788	348.0255	348.0256	31.6350	31.6347	-4017.2727	-4016.4686	-1.0000	Œ»∂®∫Ωº£
1365.8340	1	2164380.6844	2162600.3155	348.0236	348.0236	31.6378	31.6378	-4016.4163	-4016.3745	-1.0000	Œ»∂®∫Ωº£
1366.0000	0	2162136.7005	2161933.6415	348.0138	348.0138	31.6536	31.6532	-4015.6994	-4015.9146	-1.0000	Œ»∂®∫Ωº£
1366.0340	1	2163577.4364	2161797.0971	348.0118	348.0118	31.6563	31.6564	-4016.4373	-4015.8203	-1.0000	Œ»∂®∫Ωº£
1366.2000	0	2161333.6009	2161130.5152	348.0020	348.0020	31.6721	31.6717	-4015.7068	-4015.3597	-1.0000	Œ»∂®∫Ωº£
1366.2340	1	2162774.2791	2160993.9897	347.9999	348.0000	31.6748	31.6749	-4016.4426	-4015.2653	-1.0000	Œ»∂®∫Ωº£
1366.4000	0	2160530.5923	2160327.4999	347.9902	347.9902	31.6906	31.6903	-4015.6988	-4014.8040	-1.0000	Œ»∂®∫Ωº£
1366.4340	1	2161971.2427	2160190.9933	347.9881	347.9882	31.6934	31.6934	-4014.9482	-4014.7094	-1.0000	Œ»∂®∫Ωº£
1366.6000	0	2159727.7035	2159524.5959	347.9784	347.9784	31.7091	31.7088	-4014.1469	-4014.2474	-1.0000	Œ»∂®∫Ωº£
1366.6340	1	2161168.3102	2159388.1082	347.9762	347.9763	31.7120	31.7120	-4014.9523	-4014.1527	-1.0000	Œ»∂®∫Ωº£
1366.8000	0	2158924.9195	2158721.8033	347.9665	347.9665	31.7277	31.7274	-4014.1403	-4013.6899	-1.0000	Œ»∂®∫Ωº£
1366.8340	1	2160365.5103	2158585.3345	347.9644	347.9645	31.7305	31.7305	-4013.3854	-4013.5950	-1.0000	Œ»∂®∫Ωº£
1367.0000	0	2158122.2562	2157919.1222	347.9547	347.9547	31.7463	31.7460	-4014.1403	-4013.1315	-1.0000	Œ»∂®∫Ωº£
1367.0340	1	2159562.8247	2157782.6725	347.9525	347.9526	31.7491	31.7491	-4013.4048	-4013.0365	-1.0000	Œ»∂®∫Ωº£
1367.2000	0	2157319.7184	2157116.5530	347.9428	347.9428	31.7648	31.7645	-4012.6555	-4012.5722	-1.0000	Œ»∂®∫Ωº£
1367.2340	1	2158760.2366	2156980.1222	347.9406	347.9408	31.7676	31.7677	-4013.4125	-4012.4771	-1.0000	Œ»∂®∫Ωº£
1367.4000	0	2156517.2788	2156314.0956	347.9309	347.9309	31.7834	31.7831	-4012.6548	-4012.0121	-1.0000	Œ»∂®∫Ωº£
1367.4340	1	2157957.7734	2156177.6839	347.9287	347.9289	31.7862	31.7863	-4011.9659	-4011.9168	-1.0000	Œ»∂®∫Ωº£
1367.6000	0	2155714.9649	2155511.7504	347.9190	347.9190	31.8020	31.8017	-4011.1912	-4011.4510	-1.0000	Œ»∂®∫Ωº£
1367.6340	1	2157155.4177	2155375.3578	347.9169	347.9170	31.8048	31.8049	-4011.9778	-4011.3556	-1.0000	Œ»∂®∫Ωº£
1367.8000	0	2154912.7575	2154709.5175	347.9071	347.9071	31.8206	31.8203	-4011.1958	-4010.8891	-1.0000	Œ»∂®∫Ωº£
1367.8340	1	2156353.1526	2154573.1440	347.9050	347.9051	31.8234	31.8234	-4011.9737	-4010.7935	-1.0000	Œ»∂®∫Ωº£
1368.0000	0	2154110.6434	2153907.3971	347.8952	347.8952	31.8392	31.8389	-4011.1859	-4010.3263	-1.0000	Œ»∂®∫Ωº£
1368.0340	1	2155551.0122	2153771.0427	347.8931	347.8931	31.8420	31.8421	-4010.3974	-4010.2305	-1.0000	Œ»∂®∫Ωº£
1368.2000	0	2153308.6518	2153105.3893	347.8832	347.8832	31.8578	31.8575	-4009.6373	-4009.7626	-1.0000	Œ»∂®∫Ωº£
1368.2340	1	2154748.9771	2152969.0541	347.8811	347.8812	31.8606	31.8607	-4010.3953	-4009.6667	-1.0000	Œ»∂®∫Ωº£
1368.4000	0	2152506.7660	2152303.4944	347.8713	347.8713	31.8764	31.8761	-4009.6298	-4009.1980	-1.0000	Œ»∂®∫Ωº£
1368.4340	1	2153947.0328	2152167.1784	347.8692	347.8692	31.8792	31.8793	-4010.3772	-4009.1019	-1.0000	Œ»∂®∫Ωº£
1368.6000	0	2151704.9719	2151501.7124	347.8593	347.8593	31.8950	31.8947	-4009.6066	-4008.6325	-1.0000	Œ»∂®∫Ωº£
1368.6340	1	2153145.2113	2151365.4157	347.8572	347.8573	31.8979	31.8979	-4008.8109	-4008.5362	-1.0000	Œ»∂®∫Ωº£
1368.8000	0	2150903.2974	2150700.0437	347.8473	347.8473	31.9136	31.9134	-4008.1120	-4008.0661	-1.0000	Œ»∂®∫Ωº£
1368.8340	1	2152343.4941	2150563.7662	347.8452	347.8453	31.9165	31.9165	-4008.7947	-4007.9697	-1.0000	Œ»∂®∫Ωº£
1369.0000	0	2150101.7269	2149898.4883	347.8353	347.8353	31.9323	31.9320	-4008.0910	-4007.4988	-1.0000	Œ»∂®∫Ωº£
1369.0340	1	2151541.9129	2149762.2301	347.8332	347.8333	31.9351	31.9352	-4007.1998	-4007.4023	-1.0000	Œ»∂®∫Ωº£
1369.2000	0	2149300.2996	2149097.0465	347.8233	347.8233	31.9509	31.9507	-4008.0910	-4006.9306	-1.0000	Œ»∂®∫Ωº£
1369.2340	1	2150740.4506	2148960.8076	347.8212	347.8212	31.9538	31.9538	-4007.2037	-4006.8339	-1.0000	Œ»∂®∫Ωº£
1369.4000	0	2148498.9801	2148295.7184	347.8113	347.8113	31.9696	31.9693	-4006.4908	-4006.3615	-1.0000	Œ»∂®∫Ωº£
1369.4340	1	2149939.0895	2148159.4988	347.8092	347.8092	31.9725	31.9725	-4007.1984	-4006.2647	-1.0000	Œ»∂®∫Ωº£
1369.6000	0	2147697.7602	2147494.5042	347.7993	347.7992	31.9882	31.9880	-4006.4782	-4005.7915	-1.0000	Œ»∂®∫Ωº£
1369.6340	1	2149137.8590	2147358.3040	347.7972	347.7972	31.9911	31.9912	-4005.6432	-4005.6945	-1.0000	Œ»∂®∫Ωº£
1369.8000	0	2146896.6711	2146693.4041	347.7872	347.7872	32.0069	32.0066	-4004.9569	-4005.2206	-1.0000	Œ»∂®∫Ωº£
1369.8340	1	2148336.7416	2146557.2233	347.7851	347.7851	32.0098	32.0098	-4005.6481	-4005.1235	-1.0000	Œ»∂®∫Ωº£
1370.0000	0	2146095.6932	2145892.4183	347.7751	347.7751	32.0255	32.0253	-4004.9540	-4004.6489	-1.0000	Œ»∂®∫Ωº£
1370.0340	1	2147535.7206	2145756.2569	347.7731	347.7730	32.0285	32.0285	-4005.6405	-4004.5516	-1.0000	Œ»∂®∫Ωº£
1370.2000	0	2145294.8121	2145091.5469	347.7630	347.7630	32.0442	32.0440	-4004.9376	-4004.0762	-1.0000	Œ»∂®∫Ωº£
1370.2340	1	2146734.8250	2144955.4050	347.7610	347.7609	32.0472	32.0472	-4004.1740	-4003.9787	-1.0000	Œ»∂®∫Ωº£
1370.4000	0	2144494.0589	2144290.7901	347.7509	347.7509	32.0629	32.0627	-4003.3393	-4003.5026	-1.0000	Œ»∂®∫Ωº£
1370.4340	1	2145934.0360	2144154.6678	347.7489	347.7488	32.0659	32.0659	-4004.1679	-4003.4050	-1.0000	Œ»∂®∫Ωº£
1370.6000	0	2143693.4173	2143490.1482	347.7387	347.7388	32.0816	32.0814	-4003.3308	-4002.9280	-1.0000	Œ»∂®∫Ωº£
1370.6340	1	2145133.3824	2143354.0453	347.7368	347.7367	32.0846	32.0846	-4002.6953	-4002.8303	-1.0000	Œ»∂®∫Ωº£
1370.8000	0	2142892.9012	2142689.6212	347.7266	347.7266	32.1003	32.1001	-4003.3308	-4002.3526	-1.0000	Œ»∂®∫Ωº£
1370.8340	1	2144332.8438	2142553.5380	347.7247	347.7246	32.1033	32.1033	-4002.7029	-4002.2547	-1.0000	Œ»∂®∫Ωº£
1371.0000	0	2142092.5176	2141889.2094	347.7144	347.7145	32.1190	32.1188	-4001.8399	-4001.7763	-1.0000	Œ»∂®∫Ωº£
1371.0340	1	2143532.4051	2141753.1458	347.7125	347.7124	32.1220	32.1220	-4002.6985	-4001.6782	-1.0000	Œ»∂®∫Ωº£
1371.2000	0	2141292.2355	2141088.9130	347.7023	347.7023	32.1378	32.1376	-4001.8409	-4001.1991	-1.0000	Œ»∂®∫Ωº£
1371.2340	1	2142732.0927	2140952.8690	347.7003	347.7002	32.1407	32.1407	-4001.2287	-4001.1009	-1.0000	Œ»∂®∫Ωº£
1371.4000	0	2140492.0839	2140288.7321	347.6901	347.6901	32.1565	32.1563	-4000.3217	-4000.6209	-1.0000	Œ»∂®∫Ωº£
1371.4340	1	2141931.8905	2140152.7077	347.6881	347.6881	32.1595	32.1595	-4001.2273	-4000.5226	-1.0000	Œ»∂®∫Ωº£
1371.6000	0	2139692.0447	2139488.6670	347.6779	347.6779	32.1752	32.1750	-4000.3296	-4000.0419	-1.0000	Œ»∂®∫Ωº£
1371.6340	1	2141131.8240	2139352.6623	347.6759	347.6759	32.1782	32.1782	-3999.7602	-3999.9433	-1.0000	Œ»∂®∫Ωº£
1371.8000	0	2138892.1018	2138688.7177	347.6657	347.6657	32.1940	32.1938	-4000.3235	-3999.4619	-1.0000	Œ»∂®∫Ωº£
1371.8340	1	2140331.8732	2138552.7327	347.6637	347.6636	32.1970	32.1970	-3999.7724	-3999.3632	-1.0000	Œ»∂®∫Ωº£
1372.0000	0	2138092.2823	2137888.8845	347.6534	347.6535	32.2127	32.2125	-3998.8457	-3998.8810	-1.0000	Œ»∂®∫Ωº£
1372.0340	1	2139532.0241	2137752.9193	347.6514	347.6514	32.2158	32.2157	-3999.7716	-3998.7822	-1.0000	Œ»∂®∫Ωº£
1372.2000	0	2137292.5702	2137089.1676	347.6412	347.6413	32.2315	32.2313	-3998.8387	-3998.2992	-1.0000	Œ»∂®∫Ωº£
1372.2340	1	2138732.3018	2136953.2222	347.6392	347.6392	32.2345	32.2345	-3998.2244	-3998.2002	-1.0000	Œ»∂®∫Ωº£
1372.4000	0	2136492.9843	2136289.5672	347.6290	347.6290	32.2502	32.2501	-3998.8387	-3997.7164	-1.0000	Œ»∂®∫Ωº£
1372.4340	1	2137932.6928	2136153.6416	347.6270	347.6269	32.2533	32.2532	-3998.2284	-3997.6173	-1.0000	Œ»∂®∫Ωº£
1372.6000	0	2135693.5291	2135490.0834	347.6167	347.6167	32.2690	32.2688	-3997.2384	-3997.1328	-1.0000	Œ»∂®∫Ωº£
1372.6340	1	2137133.2225	2135354.1776	347.6147	347.6146	32.2721	32.2720	-3996.7287	-3997.0335	-1.0000	Œ»∂®∫Ωº£
1372.8000	0	2134894.1775	2134690.7164	347.6044	347.6044	32.2878	32.2876	-3997.2375	-3996.5482	-1.0000	Œ»∂®∫Ωº£
1372.8340	1	2136333.8723	2134554.8305	347.6025	347.6024	32.2909	32.2908	-3996.7471	-3996.4488	-1.0000	Œ»∂®∫Ωº£
1373.0000	0	2134094.9544	2133891.4664	347.5920	347.5921	32.3066	32.3064	-3995.7630	-3995.9627	-1.0000	Œ»∂®∫Ωº£
1373.0340	1	2135534.6246	2133755.6004	347.5901	347.5900	32.3097	32.3096	-3996.7540	-3995.8631	-1.0000	Œ»∂®∫Ωº£
1373.2000	0	2133295.8413	2133092.3336	347.5798	347.5798	32.3254	32.3252	-3995.7655	-3995.3763	-1.0000	Œ»∂®∫Ωº£
1373.2340	1	2134735.5071	2132956.4876	347.5778	347.5777	32.3285	32.3284	-3995.1750	-3995.2765	-1.0000	Œ»∂®∫Ωº£
1373.4000	0	2132496.8236	2132293.3182	347.5674	347.5675	32.3441	32.3440	-3995.7528	-3994.7889	-1.0000	Œ»∂®∫Ωº£
1373.4340	1	2133936.5049	2132157.4922	347.5654	347.5654	32.3473	32.3472	-3995.1875	-3994.6890	-1.0000	Œ»∂®∫Ωº£
1373.6000	0	2131697.9318	2131494.4204	347.5551	347.5551	32.3630	32.3628	-3994.2027	-3994.2007	-1.0000	Œ»∂®∫Ωº£
1373.6340	1	2133137.5984	2131358.6143	347.5531	347.5530	32.3661	32.3660	-3995.1841	-3994.1006	-1.0000	Œ»∂®∫Ωº£
1373.8000	0	2130899.1478	2130695.6403	347.5427	347.5428	32.3818	32.3817	-3994.1890	-3993.6115	-1.0000	Œ»∂®∫Ωº£
1373.8340	1	2132338.8217	2130559.8543	347.5407	347.5407	32.3849	32.3849	-3993.6017	-3993.5112	-1.0000	Œ»∂®∫Ωº£
1374.0000	0	2130100.5002	2129896.9781	347.5303	347.5304	32.4006	32.4005	-3994.1890	-3993.0213	-1.0000	Œ»∂®∫Ωº£
1374.0340	1	2131540.1527	2129761.2122	347.5283	347.5283	32.4038	32.4037	-3993.5989	-3992.9209	-1.0000	Œ»∂®∫Ωº£
1374.2000	0	2129301.9744	2129098.4341	347.5179	347.5180	32.4194	32.4193	-3992.5940	-3992.4303	-1.0000	Œ»∂®∫Ωº£
1374.2340	1	2130741.6220	2128962.6882	347.5159	347.5159	32.4226	32.4225	-3992.0763	-3992.3297	-1.0000	Œ»∂®∫Ωº£
1374.4000	0	2128503.5511	2128300.0084	347.5055	347.5056	32.4383	32.4382	-3992.5856	-3991.8383	-1.0000	Œ»∂®∫Ωº£
1374.4340	1	2129943.2110	2128164.2826	347.5035	347.5035	32.4414	32.4414	-3992.0865	-3991.7375	-1.0000	Œ»∂®∫Ωº£
1374.6000	0	2127705.2622	2127501.7011	347.4931	347.4932	32.4571	32.4570	-3990.9854	-3991.2453	-1.0000	Œ»∂®∫Ωº£
1374.6340	1	2129144.9013	2127365.9956	347.4911	347.4911	32.4603	32.4602	-3992.0839	-3991.1444	-1.0000	Œ»∂®∫Ωº£
1374.8000	0	2126907.0891	2126703.5126	347.4806	347.4807	32.4760	32.4759	-3990.9852	-3990.6515	-1.0000	Œ»∂®∫Ωº£
1374.8340	1	2128346.7229	2126567.8272	347.4786	347.4786	32.4792	32.4791	-3990.5679	-3990.5504	-1.0000	Œ»∂®∫Ωº£
1375.0000	0	2126109.0136	2125905.4429	347.4681	347.4683	32.4949	32.4948	-3990.9699	-3990.0566	-1.0000	Œ»∂®∫Ωº£
1375.0340	1	2127548.6552	2125769.7777	347.4662	347.4662	32.4980	32.4980	-3990.5676	-3989.9554	-1.0000	Œ»∂®∫Ωº£
1375.2000	0	2125311.0657	2125107.4923	347.4557	347.4558	32.5137	32.5136	-3989.4365	-3989.4609	-1.0000	Œ»∂®∫Ωº£
1375.2340	1	2126750.7292	2124971.8474	347.4537	347.4537	32.5169	32.5169	-3989.0097	-3989.3595	-1.0000	Œ»∂®∫Ωº£
1375.4000	0	2124513.2288	2124309.6609	347.4432	347.4433	32.5326	32.5325	-3989.4232	-3988.8642	-1.0000	Œ»∂®∫Ωº£
1375.4340	1	2125952.9235	2124174.0363	347.4412	347.4412	32.5358	32.5357	-3989.0251	-3988.7627	-1.0000	Œ»∂®∫Ωº£
1375.6000	0	2123715.5291	2123511.9489	347.4307	347.4308	32.5515	32.5514	-3989.4232	-3988.2666	-1.0000	Œ»∂®∫Ωº£
1375.6340	1	2125155.2217	2123376.3446	347.4287	347.4287	32.5547	32.5546	-3989.0275	-3988.1649	-1.0000	Œ»∂®∫Ωº£
1375.8000	0	2122917.9525	2122714.3566	347.4182	347.4183	32.5704	32.5703	-3987.8578	-3987.6680	-1.0000	Œ»∂®∫Ωº£
1375.8340	1	2124357.6517	2122578.7726	347.4162	347.4162	32.5736	32.5735	-3987.5133	-3987.5662	-1.0000	Œ»∂®∫Ωº£
1376.0000	0	2122120.4806	2121916.8841	347.4056	347.4058	32.5893	32.5892	-3987.8487	-3987.0685	-1.0000	Œ»∂®∫Ωº£
1376.0340	1	2123560.1957	2121781.3205	347.4036	347.4036	32.5925	32.5924	-3987.5178	-3986.9665	-1.0000	Œ»∂®∫Ωº£
1376.2000	0	2121323.1374	2121119.5315	347.3931	347.3932	32.6082	32.6081	-3986.3830	-3986.4680	-1.0000	Œ»∂®∫Ωº£
1376.2340	1	2122762.8368	2120983.9884	347.3911	347.3911	32.6114	32.6114	-3987.5052	-3986.3659	-1.0000	Œ»∂®∫Ωº£
1376.4000	0	2120525.9075	2120322.2992	347.3805	347.3806	32.6271	32.6271	-3986.3768	-3985.8666	-1.0000	Œ»∂®∫Ωº£
1376.4340	1	2121965.6045	2120186.7765	347.3786	347.3785	32.6304	32.6303	-3985.9285	-3985.7643	-1.0000	Œ»∂®∫Ωº£
1376.6000	0	2119728.8069	2119525.1872	347.3679	347.3681	32.6460	32.6460	-3986.3768	-3985.2643	-1.0000	Œ»∂®∫Ωº£
1376.6340	1	2121168.4828	2119389.6850	347.3659	347.3659	32.6493	32.6492	-3985.9146	-3985.1618	-1.0000	Œ»∂®∫Ωº£
1376.8000	0	2118931.8381	2118728.1958	347.3553	347.3555	32.6650	32.6649	-3984.8948	-3984.6610	-1.0000	Œ»∂®∫Ωº£
1376.8340	1	2120371.4978	2118592.7142	347.3534	347.3533	32.6682	32.6682	-3984.3522	-3984.5583	-1.0000	Œ»∂®∫Ωº£
1377.0000	0	2118134.9707	2117931.3252	347.3427	347.3428	32.6839	32.6839	-3984.8884	-3984.0567	-1.0000	Œ»∂®∫Ωº£
1377.0340	1	2119574.6351	2117795.8641	347.3407	347.3407	32.6872	32.6871	-3984.3510	-3983.9539	-1.0000	Œ»∂®∫Ωº£
1377.2000	0	2117338.2343	2117134.5755	347.3301	347.3302	32.7029	32.7028	-3983.3872	-3983.4515	-1.0000	Œ»∂®∫Ωº£
1377.2340	1	2118777.8738	2116999.1350	347.3281	347.3281	32.7061	32.7061	-3984.3375	-3983.3485	-1.0000	Œ»∂®∫Ωº£
1377.4000	0	2116541.6117	2116337.9470	347.3174	347.3176	32.7218	32.7218	-3983.3816	-3982.8453	-1.0000	Œ»∂®∫Ωº£
1377.4340	1	2117981.2453	2116202.5270	347.3155	347.3154	32.7251	32.7250	-3982.8292	-3982.7422	-1.0000	Œ»∂®∫Ωº£
1377.6000	0	2115745.1168	2115541.4397	347.3047	347.3049	32.7408	32.7408	-3983.3816	-3982.2382	-1.0000	Œ»∂®∫Ωº£
1377.6340	1	2117184.7298	2115406.0404	347.3028	347.3028	32.7441	32.7440	-3982.8174	-3982.1349	-1.0000	Œ»∂®∫Ωº£
1377.8000	0	2114948.7552	2114745.0540	347.2921	347.2922	32.7598	32.7598	-3981.8353	-3981.6301	-1.0000	Œ»∂®∫Ωº£
1377.8340	1	2116388.3525	2114609.6754	347.2902	347.2901	32.7631	32.7630	-3981.3379	-3981.5266	-1.0000	Œ»∂®∫Ωº£
1378.0000	0	2114152.4987	2113948.7901	347.2794	347.2795	32.7788	32.7787	-3981.8314	-3981.0211	-1.0000	Œ»∂®∫Ωº£
1378.0340	1	2115592.0955	2113813.4321	347.2775	347.2774	32.7821	32.7820	-3981.3376	-3980.9174	-1.0000	Œ»∂®∫Ωº£
1378.2000	0	2113356.3733	2113152.6480	347.2667	347.2668	32.7977	32.7977	-3980.3265	-3980.4111	-1.0000	Œ»∂®∫Ωº£
1378.2340	1	2114795.9426	2113017.3108	347.2648	347.2647	32.8010	32.8010	-3981.3236	-3980.3073	-1.0000	Œ»∂®∫Ωº£
1378.4000	0	2112560.3611	2112356.6280	347.2540	347.2541	32.8167	32.8167	-3980.3234	-3979.8001	-1.0000	Œ»∂®∫Ωº£
1378.4340	1	2113999.9202	2112221.3116	347.2520	347.2519	32.8200	32.8200	-3979.8421	-3979.6962	-1.0000	Œ»∂®∫Ωº£
1378.6000	0	2111764.4763	2111560.7303	347.2413	347.2414	32.8357	32.8357	-3980.3234	-3979.1882	-1.0000	Œ»∂®∫Ωº£
1378.6340	1	2113204.0107	2111425.4347	347.2393	347.2392	32.8391	32.8390	-3979.8283	-3979.0841	-1.0000	Œ»∂®∫Ωº£
1378.8000	0	2110968.7323	2110764.9551	347.2285	347.2286	32.8548	32.8548	-3978.7501	-3978.5753	-1.0000	Œ»∂®∫Ωº£
1378.8340	1	2112408.2406	2110629.6803	347.2265	347.2264	32.8581	32.8580	-3978.2924	-3978.4710	-1.0000	Œ»∂®∫Ωº£
1379.0000	0	2110173.0923	2109969.3025	347.2158	347.2158	32.8738	32.8738	-3978.7492	-3977.9615	-1.0000	Œ»∂®∫Ωº£
1379.0340	1	2111612.5931	2109834.0486	347.2137	347.2137	32.8771	32.8770	-3978.2906	-3977.8570	-1.0000	Œ»∂®∫Ωº£
1379.2000	0	2109377.5852	2109173.7728	347.2030	347.2031	32.8928	32.8928	-3977.2471	-3977.3466	-1.0000	Œ»∂®∫Ωº£
1379.2340	1	2110817.0490	2109038.5399	347.2009	347.2009	32.8961	32.8961	-3978.2757	-3977.2420	-1.0000	Œ»∂®∫Ωº£
1379.4000	0	2108582.1932	2108378.3662	347.1902	347.1902	32.9119	32.9119	-3977.2464	-3976.7308	-1.0000	Œ»∂®∫Ωº£
1379.4340	1	2110021.6398	2108243.1542	347.1881	347.1881	32.9152	32.9151	-3976.6649	-3976.6261	-1.0000	Œ»∂®∫Ωº£
1379.6000	0	2107786.9251	2107583.0829	347.1774	347.1774	32.9309	32.9309	-3977.2464	-3976.1141	-1.0000	Œ»∂®∫Ωº£
1379.6340	1	2109226.3474	2107447.8918	347.1753	347.1752	32.9342	32.9342	-3976.6539	-3976.0091	-1.0000	Œ»∂®∫Ωº£
1379.8000	0	2106991.7953	2106787.9230	347.1646	347.1646	32.9500	32.9500	-3975.7548	-3975.4964	-1.0000	Œ»∂®∫Ωº£
1379.8340	1	2108431.2002	2106652.7529	347.1625	347.1624	32.9533	32.9532	-3975.1031	-3975.3912	-1.0000	Œ»∂®∫Ωº£
1380.0000	0	2106196.7695	2105992.8867	347.1517	347.1517	32.9690	32.9690	-3975.7507	-3974.8776	-1.0000	Œ»∂®∫Ωº£
1380.0340	1	2107636.1780	2105857.7377	347.1496	347.1495	32.9723	32.9723	-3975.1078	-3974.7724	-1.0000	Œ»∂®∫Ωº£
1380.2000	0	2105401.8771	2105197.9743	347.1388	347.1389	32.9881	32.9881	-3974.1787	-3974.2580	-1.0000	Œ»∂®∫Ωº£
1380.2340	1	2106841.2631	2105062.8463	347.1367	347.1367	32.9914	32.9913	-3975.1003	-3974.1525	-1.0000	Œ»∂®∫Ωº£
1380.4000	0	2104607.0987	2104403.1859	347.1260	347.1260	33.0072	33.0072	-3974.1747	-3973.6373	-1.0000	Œ»∂®∫Ωº£
1380.4340	1	2106046.4847	2104268.0790	347.1238	347.1238	33.0105	33.0104	-3973.4908	-3973.5317	-1.0000	Œ»∂®∫Ωº£
1380.6000	0	2103812.4506	2103608.5217	347.1131	347.1131	33.0263	33.0263	-3974.1747	-3973.0157	-1.0000	Œ»∂®∫Ωº£
1380.6340	1	2105251.8237	2103473.4360	347.1109	347.1109	33.0296	33.0295	-3973.4880	-3972.9099	-1.0000	Œ»∂®∫Ωº£
1380.8000	0	2103017.9363	2102813.9820	347.1001	347.1002	33.0453	33.0454	-3972.6834	-3972.3931	-1.0000	Œ»∂®∫Ωº£
1380.8340	1	2104457.3102	2102678.9175	347.0980	347.0980	33.0487	33.0486	-3971.9215	-3972.2871	-1.0000	Œ»∂®∫Ωº£
1381.0000	0	2102223.5265	2102019.5669	347.0872	347.0872	33.0644	33.0645	-3972.6749	-3971.7695	-1.0000	Œ»∂®∫Ωº£
1381.0340	1	2103662.9235	2101884.5235	347.0850	347.0850	33.0677	33.0677	-3971.9338	-3971.6634	-1.0000	Œ»∂®∫Ωº£
1381.2000	0	2101429.2499	2101225.2766	347.0742	347.0743	33.0835	33.0836	-3971.0856	-3971.1449	-1.0000	Œ»∂®∫Ωº£
1381.2340	1	2102868.6445	2101090.2545	347.0721	347.0721	33.0869	33.0868	-3971.9336	-3971.0386	-1.0000	Œ»∂®∫Ωº£
1381.4000	0	2100635.0895	2100431.1113	347.0613	347.0613	33.1027	33.1027	-3971.0774	-3970.5194	-1.0000	Œ»∂®∫Ωº£
1381.4340	1	2102074.5024	2100296.1105	347.0591	347.0591	33.1060	33.1060	-3970.3858	-3970.4129	-1.0000	Œ»∂®∫Ωº£
1381.6000	0	2099841.0649	2099637.0712	347.0483	347.0483	33.1218	33.1218	-3971.0774	-3969.8928	-1.0000	Œ»∂®∫Ωº£
1381.6340	1	2101280.4784	2099502.0917	347.0461	347.0461	33.1251	33.1251	-3970.3871	-3969.7862	-1.0000	Œ»∂®∫Ωº£
1381.8000	0	2099047.1682	2098843.1565	347.0353	347.0353	33.1409	33.1410	-3969.6098	-3969.2653	-1.0000	Œ»∂®∫Ωº£
1381.8340	1	2100486.5983	2098708.1984	347.0331	347.0331	33.1442	33.1442	-3968.8069	-3969.1585	-1.0000	Œ»∂®∫Ωº£
1382.0000	0	2098253.3951	2098049.3675	347.0222	347.0223	33.1600	33.1601	-3969.6098	-3968.6368	-1.0000	Œ»∂®∫Ωº£
1382.0000	3	2060401.0890	2098049.3675	347.0214	347.0223	33.1596	33.1601	-3969.6098	-3968.6368	-1.0000	µ„∫Ωº£
