À—À˜’º”√◊ ‘¥±»¿˝	0
∏˙◊Ÿ’º”√◊ ‘¥±»¿˝	0.335625
≥…œÒ’º”√◊ ‘¥±»¿˝	0
ø’œ–◊ ‘¥±»¿˝	0.664375
 ±º‰(√Î)	∫Ωº£∫≈	¬À≤®–±æ‡(√◊)	’Ê÷µ–±æ‡(√◊)	¬À≤®∑ΩŒª(∂»)	’Ê÷µ∑ΩŒª(∂»)	¬À≤®∏©—ˆ(∂»)	’Ê÷µ∏©—ˆ(∂»)	¬À≤®ÀŸ∂»(m/s)	’Ê÷µÀŸ∂»(m/s)	RCS	∫Ωº£◊¥Ã¨
1349.0440	0	2230613.4174	2230408.6119	348.9632	348.9638	30.1054	30.1088	-4060.9207	-4059.8931	0.0000	Œ»∂®∫Ωº£
1349.0780	1	2232064.2347	2230270.5788	348.9621	348.9620	30.1089	30.1118	-4062.3799	-4059.8107	0.0000	Œ»∂®∫Ωº£
1349.2000	0	2229980.0167	2229775.3045	348.9553	348.9555	30.1205	30.1228	-4059.2460	-4059.5149	0.0000	Œ»∂®∫Ωº£
1349.2340	1	2231430.5434	2229637.2775	348.9540	348.9537	30.1228	30.1258	-4060.5612	-4059.4324	0.0000	Œ»∂®∫Ωº£
1349.4000	0	2229168.1489	2228963.4511	348.9445	348.9448	30.1393	30.1407	-4059.1759	-4059.0294	0.0000	Œ»∂®∫Ωº£
1349.4340	1	2230618.4354	2228825.4407	348.9432	348.9430	30.1407	30.1437	-4060.3268	-4058.9468	0.0000	Œ»∂®∫Ωº£
1349.6000	0	2228356.3435	2228151.6949	348.9341	348.9342	30.1577	30.1586	-4059.1048	-4058.5431	0.0000	Œ»∂®∫Ωº£
1349.6340	1	2229806.3587	2228013.7010	348.9324	348.9324	30.1590	30.1617	-4060.1324	-4058.4603	0.0000	Œ»∂®∫Ωº£
1349.8000	0	2227544.5944	2227340.0361	348.9235	348.9235	30.1759	30.1765	-4059.0259	-4058.0560	0.0000	Œ»∂®∫Ωº£
1349.8340	1	2228994.3374	2227202.0587	348.9215	348.9217	30.1774	30.1796	-4059.9522	-4057.9732	0.0000	Œ»∂®∫Ωº£
1350.0440	0	2226554.4751	2226349.9388	348.9104	348.9104	30.1982	30.1984	-4057.4114	-4057.4608	0.0000	Œ»∂®∫Ωº£
1350.0780	1	2228003.9455	2226211.9884	348.9085	348.9086	30.1997	30.2015	-4058.2946	-4057.3777	0.0000	Œ»∂®∫Ωº£
1350.2000	0	2225905.4818	2225717.0110	348.9023	348.9021	30.2123	30.2124	-4057.3566	-4057.0796	-1.0000	Œ»∂®∫Ωº£
1350.2340	1	2227370.7317	2225579.0669	348.9002	348.9002	30.2139	30.2155	-4058.1770	-4056.9964	0.0000	Œ»∂®∫Ωº£
1350.4000	0	2225098.5171	2224905.6451	348.8915	348.8913	30.2304	30.2304	-4057.4053	-4056.5902	-1.0000	Œ»∂®∫Ωº£
1350.4340	1	2226559.0983	2224767.7176	348.8895	348.8895	30.2321	30.2334	-4058.0783	-4056.5069	0.0000	Œ»∂®∫Ωº£
1350.6000	0	2224290.6038	2224094.3771	348.8809	348.8806	30.2485	30.2483	-4056.9561	-4056.1000	-1.0000	Œ»∂®∫Ωº£
1350.6340	1	2225731.5352	2223956.4663	348.8788	348.8788	30.2503	30.2514	-4057.9694	-4056.0166	-1.0000	Œ»∂®∫Ωº£
1350.8000	0	2223482.0316	2223283.2073	348.8702	348.8698	30.2666	30.2663	-4056.1169	-4055.6090	-1.0000	Œ»∂®∫Ωº£
1350.8340	1	2224924.5550	2223145.3132	348.8680	348.8680	30.2683	30.2694	-4056.4197	-4055.5255	-1.0000	Œ»∂®∫Ωº£
1351.0000	0	2222673.0181	2222472.1357	348.8593	348.8591	30.2845	30.2843	-4054.9338	-4055.1173	-1.0000	Œ»∂®∫Ωº£
1351.0340	1	2224116.6787	2222334.2583	348.8572	348.8572	30.2863	30.2873	-4055.9492	-4055.0336	-1.0000	Œ»∂®∫Ωº£
1351.2000	0	2221863.6592	2221661.1626	348.8486	348.8483	30.3026	30.3023	-4055.1105	-4054.6247	-1.0000	Œ»∂®∫Ωº£
1351.2340	1	2223308.1087	2221523.3020	348.8464	348.8465	30.3044	30.3053	-4056.6276	-4054.5409	-1.0000	Œ»∂®∫Ωº£
1351.4000	0	2221054.0322	2220850.2881	348.8379	348.8375	30.3206	30.3203	-4055.1083	-4054.1314	-1.0000	Œ»∂®∫Ωº£
1351.4340	1	2222499.0723	2220712.4442	348.8357	348.8357	30.3225	30.3233	-4055.4405	-4054.0475	-1.0000	Œ»∂®∫Ωº£
1351.6000	0	2220244.2669	2220039.5123	348.8270	348.8267	30.3387	30.3383	-4053.4869	-4053.6373	-1.0000	Œ»∂®∫Ωº£
1351.6340	1	2221689.6712	2219901.6852	348.8250	348.8249	30.3406	30.3413	-4055.5840	-4053.5532	-1.0000	Œ»∂®∫Ωº£
1351.8000	0	2219434.3941	2219228.8354	348.8162	348.8159	30.3567	30.3563	-4053.2554	-4053.1424	-1.0000	Œ»∂®∫Ωº£
1351.8340	1	2220880.0559	2219091.0251	348.8142	348.8140	30.3587	30.3593	-4054.0734	-4053.0582	-1.0000	Œ»∂®∫Ωº£
1352.0000	0	2218624.4504	2218418.2575	348.8053	348.8050	30.3747	30.3743	-4052.9518	-4052.6467	-1.0000	Œ»∂®∫Ωº£
1352.0340	1	2220070.2786	2218280.4641	348.8033	348.8032	30.3768	30.3773	-4053.9379	-4052.5624	-1.0000	Œ»∂®∫Ωº£
1352.2000	0	2217814.4665	2217607.7789	348.7945	348.7942	30.3928	30.3923	-4052.5820	-4052.1502	-1.0000	Œ»∂®∫Ωº£
1352.2340	1	2219260.3781	2217470.0024	348.7926	348.7924	30.3949	30.3954	-4053.7016	-4052.0658	-1.0000	Œ»∂®∫Ωº£
1352.4000	0	2217004.4591	2216797.3996	348.7836	348.7834	30.4109	30.4103	-4052.1853	-4051.6530	-1.0000	Œ»∂®∫Ωº£
1352.4340	1	2218450.3986	2216659.6400	348.7816	348.7815	30.4130	30.4134	-4053.3700	-4051.5684	-1.0000	Œ»∂®∫Ωº£
1352.6000	0	2216194.4496	2215987.1199	348.7727	348.7725	30.4289	30.4283	-4051.7375	-4051.1549	-1.0000	Œ»∂®∫Ωº£
1352.6340	1	2217640.3622	2215849.3773	348.7708	348.7706	30.4311	30.4314	-4052.9639	-4051.0702	-1.0000	Œ»∂®∫Ωº£
1352.8000	0	2215384.4510	2215176.9399	348.7617	348.7616	30.4470	30.4464	-4051.2677	-4050.6561	-1.0000	Œ»∂®∫Ωº£
1352.8340	1	2216830.2957	2215039.2142	348.7599	348.7597	30.4491	30.4495	-4052.5308	-4050.5712	-1.0000	Œ»∂®∫Ωº£
1353.0000	0	2214574.4763	2214366.8597	348.7508	348.7507	30.4650	30.4644	-4050.7672	-4050.1564	-1.0000	Œ»∂®∫Ωº£
1353.0340	1	2216020.2238	2214229.1510	348.7490	348.7489	30.4671	30.4675	-4052.0462	-4050.0714	-1.0000	Œ»∂®∫Ωº£
1353.2000	0	2213764.5405	2213556.8796	348.7399	348.7398	30.4830	30.4825	-4050.2330	-4049.6560	-1.0000	Œ»∂®∫Ωº£
1353.2340	1	2215210.1625	2213419.1879	348.7381	348.7379	30.4852	30.4856	-4051.5284	-4049.5708	-1.0000	Œ»∂®∫Ωº£
1353.4000	0	2212954.6553	2212746.9996	348.7290	348.7289	30.5011	30.5005	-4049.7095	-4049.1547	-1.0000	Œ»∂®∫Ωº£
1353.4340	1	2214400.1295	2212609.3249	348.7271	348.7270	30.5033	30.5036	-4050.9805	-4049.0694	-1.0000	Œ»∂®∫Ωº£
1353.6000	0	2212144.8245	2211937.2199	348.7181	348.7179	30.5192	30.5186	-4049.1971	-4048.6527	-1.0000	Œ»∂®∫Ωº£
1353.6340	1	2213590.1834	2211799.5623	348.7162	348.7161	30.5214	30.5217	-4048.9708	-4048.5672	-1.0000	Œ»∂®∫Ωº£
1353.8000	0	2211335.0596	2211127.5407	348.7071	348.7070	30.5373	30.5367	-4048.6754	-4048.1498	-1.0000	Œ»∂®∫Ωº£
1353.8340	1	2212780.2803	2210989.9002	348.7052	348.7051	30.5395	30.5398	-4050.0265	-4048.0643	-1.0000	Œ»∂®∫Ωº£
1354.0000	0	2210525.3615	2210317.9622	348.6962	348.6960	30.5553	30.5548	-4048.1479	-4047.6462	-1.0000	Œ»∂®∫Ωº£
1354.0340	1	2211970.4206	2210180.3388	348.6942	348.6942	30.5576	30.5579	-4049.4801	-4047.5605	-1.0000	Œ»∂®∫Ωº£
1354.2000	0	2209715.7389	2209508.4845	348.6852	348.6851	30.5734	30.5729	-4047.6632	-4047.1417	-1.0000	Œ»∂®∫Ωº£
1354.2340	1	2211160.6731	2209370.8783	348.6832	348.6832	30.5757	30.5759	-4047.4233	-4047.0559	-1.0000	Œ»∂®∫Ωº£
1354.4000	0	2208906.1945	2208699.1077	348.6743	348.6741	30.5915	30.5910	-4047.1942	-4046.6365	-1.0000	Œ»∂®∫Ωº£
1354.4340	1	2210351.0282	2208561.5187	348.6722	348.6722	30.5938	30.5940	-4046.9588	-4046.5505	-1.0000	Œ»∂®∫Ωº£
1354.6000	0	2208096.7300	2207889.8321	348.6633	348.6631	30.6096	30.6091	-4046.7157	-4046.1304	-1.0000	Œ»∂®∫Ωº£
1354.6340	1	2209541.4852	2207752.2603	348.6612	348.6612	30.6119	30.6121	-4046.5451	-4046.0443	-1.0000	Œ»∂®∫Ωº£
1354.8000	0	2207287.3496	2207080.6578	348.6522	348.6521	30.6278	30.6272	-4046.2835	-4045.6236	-1.0000	Œ»∂®∫Ωº£
1354.8340	1	2208732.0453	2206943.1032	348.6502	348.6502	30.6301	30.6303	-4046.1174	-4045.5373	-1.0000	Œ»∂®∫Ωº£
1355.0000	0	2206478.0518	2206271.5849	348.6412	348.6410	30.6459	30.6453	-4045.8365	-4045.1159	-1.0000	Œ»∂®∫Ωº£
1355.0340	1	2207922.7054	2206134.0476	348.6392	348.6392	30.6482	30.6484	-4045.7499	-4045.0295	-1.0000	Œ»∂®∫Ωº£
1355.2000	0	2205668.8365	2205462.6137	348.6303	348.6300	30.6640	30.6634	-4045.4275	-4044.6074	-1.0000	Œ»∂®∫Ωº£
1355.2340	1	2207113.4635	2205325.0937	348.6281	348.6281	30.6663	30.6665	-4045.3760	-4044.5209	-1.0000	Œ»∂®∫Ωº£
1355.4000	0	2204859.7086	2204653.7442	348.6192	348.6190	30.6821	30.6816	-4045.0209	-4044.0981	-1.0000	Œ»∂®∫Ωº£
1355.4340	1	2206304.3133	2204516.2415	348.6171	348.6171	30.6845	30.6846	-4045.0421	-4044.0115	-1.0000	Œ»∂®∫Ωº£
1355.6000	0	2204051.2305	2203844.9767	348.6082	348.6079	30.7003	30.6997	-4045.0209	-4043.5880	-1.0000	Œ»∂®∫Ωº£
1355.6340	1	2205495.2542	2203707.4913	348.6060	348.6060	30.7026	30.7028	-4044.7053	-4043.5012	-1.0000	Œ»∂®∫Ωº£
1355.8000	0	2203242.3072	2203036.3113	348.5970	348.5968	30.7185	30.7179	-4043.0413	-4043.0771	-1.0000	Œ»∂®∫Ωº£
1355.8340	1	2204686.2829	2202898.8433	348.5949	348.5949	30.7208	30.7209	-4044.3810	-4042.9902	-1.0000	Œ»∂®∫Ωº£
1356.0000	0	2202433.4955	2202227.7481	348.5859	348.5857	30.7366	30.7360	-4042.7056	-4042.5654	-1.0000	Œ»∂®∫Ωº£
1356.0340	1	2203877.3958	2202090.2975	348.5838	348.5838	30.7389	30.7391	-4044.0602	-4042.4783	-1.0000	Œ»∂®∫Ωº£
1356.2000	0	2201624.7922	2201419.2873	348.5748	348.5746	30.7548	30.7542	-4042.3980	-4042.0528	-1.0000	Œ»∂®∫Ωº£
1356.2340	1	2203068.5933	2201281.8542	348.5727	348.5727	30.7571	30.7573	-4043.7439	-4041.9656	-1.0000	Œ»∂®∫Ωº£
1356.4000	0	2200816.1917	2200610.9292	348.5637	348.5635	30.7730	30.7723	-4042.0893	-4041.5395	-1.0000	Œ»∂®∫Ωº£
1356.4340	1	2202259.9155	2200473.5135	348.5616	348.5616	30.7753	30.7754	-4041.8771	-4041.4521	-1.0000	Œ»∂®∫Ωº£
1356.6000	0	2200007.6911	2199802.6738	348.5525	348.5524	30.7911	30.7905	-4041.7956	-4041.0253	-1.0000	Œ»∂®∫Ωº£
1356.6340	1	2201451.3566	2199665.2756	348.5504	348.5505	30.7935	30.7936	-4041.6486	-4040.9378	-1.0000	Œ»∂®∫Ωº£
1356.8000	0	2199199.6726	2198994.5213	348.5414	348.5412	30.8094	30.8087	-4041.7956	-4040.5103	-1.0000	Œ»∂®∫Ωº£
1356.8340	1	2200642.9038	2198857.1406	348.5393	348.5393	30.8116	30.8118	-4041.4244	-4040.4227	-1.0000	Œ»∂®∫Ωº£
1357.0000	0	2198391.3992	2198186.4719	348.5303	348.5301	30.8276	30.8269	-4040.0290	-4039.9945	-1.0000	Œ»∂®∫Ωº£
1357.0340	1	2199834.5513	2198049.1087	348.5281	348.5282	30.8298	30.8300	-4041.2261	-4039.9067	-1.0000	Œ»∂®∫Ωº£
1357.2000	0	2197583.2419	2197378.5258	348.5191	348.5189	30.8458	30.8451	-4039.8070	-4039.4779	-1.0000	Œ»∂®∫Ωº£
1357.2340	1	2199026.3352	2197241.1801	348.5170	348.5170	30.8480	30.8482	-4039.5838	-4039.3900	-1.0000	Œ»∂®∫Ωº£
1357.4000	0	2196775.1883	2196570.6830	348.5079	348.5077	30.8640	30.8633	-4039.5880	-4038.9604	-1.0000	Œ»∂®∫Ωº£
1357.4340	1	2198218.2407	2196433.3550	348.5058	348.5058	30.8663	30.8664	-4039.4437	-4038.8724	-1.0000	Œ»∂®∫Ωº£
1357.6000	0	2195967.2320	2195762.9438	348.4967	348.4965	30.8822	30.8815	-4039.3810	-4038.4421	-1.0000	Œ»∂®∫Ωº£
1357.6340	1	2197410.2567	2195625.6334	348.4946	348.4946	30.8845	30.8846	-4039.3054	-4038.3539	-1.0000	Œ»∂®∫Ωº£
1357.8000	0	2195159.4133	2194955.3084	348.4854	348.4853	30.9004	30.8997	-4037.6165	-4037.9230	-1.0000	Œ»∂®∫Ωº£
1357.8340	1	2196602.3716	2194818.0157	348.4834	348.4834	30.9027	30.9028	-4039.1836	-4037.8347	-1.0000	Œ»∂®∫Ωº£
1358.0000	0	2194351.7171	2194147.7769	348.4742	348.4741	30.9186	30.9180	-4037.4820	-4037.4031	-1.0000	Œ»∂®∫Ωº£
1358.0340	1	2195794.6187	2194010.5018	348.4722	348.4722	30.9209	30.9211	-4037.5686	-4037.3146	-1.0000	Œ»∂®∫Ωº£
1358.2000	0	2193544.1302	2193340.3494	348.4629	348.4628	30.9368	30.9362	-4037.3585	-4036.8823	-1.0000	Œ»∂®∫Ωº£
1358.2340	1	2194986.9839	2193203.0921	348.4610	348.4609	30.9392	30.9393	-4037.4861	-4036.7937	-1.0000	Œ»∂®∫Ωº£
1358.4000	0	2192736.6437	2192533.0262	348.4517	348.4516	30.9551	30.9545	-4037.2370	-4036.3608	-1.0000	Œ»∂®∫Ωº£
1358.4340	1	2194179.4551	2192395.7866	348.4497	348.4497	30.9574	30.9576	-4037.4137	-4036.2720	-1.0000	Œ»∂®∫Ωº£
1358.6000	0	2191929.2904	2191725.8074	348.4404	348.4403	30.9733	30.9727	-4035.6128	-4035.8383	-1.0000	Œ»∂®∫Ωº£
1358.6340	1	2193372.0617	2191588.5855	348.4384	348.4384	30.9757	30.9758	-4035.8608	-4035.7495	-1.0000	Œ»∂®∫Ωº£
1358.8000	0	2191122.0538	2190918.6931	348.4291	348.4290	30.9916	30.9910	-4035.5380	-4035.3151	-1.0000	Œ»∂®∫Ωº£
1358.8340	1	2192564.7847	2190781.4890	348.4272	348.4271	30.9939	30.9941	-4035.8263	-4035.2261	-1.0000	Œ»∂®∫Ωº£
1359.0000	0	2190314.9218	2190111.6836	348.4178	348.4178	31.0098	31.0092	-4035.4672	-4034.7910	-1.0000	Œ»∂®∫Ωº£
1359.0340	1	2191757.6132	2189974.4973	348.4159	348.4158	31.0122	31.0123	-4035.7908	-4034.7019	-1.0000	Œ»∂®∫Ωº£
1359.2000	0	2189507.9236	2189304.7790	348.4065	348.4064	31.0281	31.0275	-4033.9428	-4034.2661	-1.0000	Œ»∂®∫Ωº£
1359.2340	1	2190950.5749	2189167.6105	348.4046	348.4045	31.0304	31.0306	-4034.2970	-4034.1768	-1.0000	Œ»∂®∫Ωº£
1359.4000	0	2188701.0432	2188497.9794	348.3952	348.3951	31.0464	31.0458	-4033.9059	-4033.7404	-1.0000	Œ»∂®∫Ωº£
1359.4340	1	2190143.6510	2188360.8289	348.3933	348.3932	31.0487	31.0489	-4034.2922	-4033.6509	-1.0000	Œ»∂®∫Ωº£
1359.6000	0	2187894.2667	2187691.2851	348.3839	348.3838	31.0647	31.0641	-4033.8684	-4033.2138	-1.0000	Œ»∂®∫Ωº£
1359.6340	1	2189336.8266	2187554.1524	348.3820	348.3819	31.0670	31.0672	-4034.2834	-4033.1242	-1.0000	Œ»∂®∫Ωº£
1359.8000	0	2187087.6457	2186884.6961	348.3725	348.3724	31.0830	31.0824	-4033.8684	-4032.6864	-1.0000	Œ»∂®∫Ωº£
1359.8340	1	2188530.1318	2186747.5814	348.3706	348.3705	31.0853	31.0855	-4032.7731	-4032.5967	-1.0000	Œ»∂®∫Ωº£
1360.0000	0	2186281.1152	2186078.2128	348.3611	348.3611	31.1013	31.1007	-4032.3278	-4032.1581	-1.0000	Œ»∂®∫Ωº£
1360.0340	1	2187723.5487	2185941.1160	348.3592	348.3592	31.1036	31.1038	-4032.7842	-4032.0683	-1.0000	Œ»∂®∫Ωº£
1360.2000	0	2185474.6846	2185271.8351	348.3498	348.3497	31.1196	31.1190	-4032.3143	-4031.6290	-1.0000	Œ»∂®∫Ωº£
1360.2340	1	2186917.0610	2185134.7564	348.3479	348.3478	31.1220	31.1221	-4032.7873	-4031.5390	-1.0000	Œ»∂®∫Ωº£
1360.4000	0	2184668.3834	2184465.5634	348.3384	348.3383	31.1379	31.1373	-4030.7825	-4031.0991	-1.0000	Œ»∂®∫Ωº£
1360.4340	1	2186110.7003	2184328.5027	348.3364	348.3364	31.1403	31.1404	-4031.2093	-4031.0089	-1.0000	Œ»∂®∫Ωº£
1360.6000	0	2183862.1956	2183659.3977	348.3270	348.3269	31.1562	31.1556	-4030.7893	-4030.5683	-1.0000	Œ»∂®∫Ωº£
1360.6340	1	2185304.4486	2183522.3551	348.3250	348.3250	31.1586	31.1587	-4031.2275	-4030.4780	-1.0000	Œ»∂®∫Ωº£
1360.8000	0	2183056.1038	2182853.3383	348.3156	348.3155	31.1745	31.1740	-4030.7885	-4030.0367	-1.0000	Œ»∂®∫Ωº£
1360.8340	1	2184498.2911	2182716.3137	348.3136	348.3136	31.1770	31.1771	-4031.2347	-4029.9463	-1.0000	Œ»∂®∫Ωº£
1361.0000	0	2182250.1372	2182047.3853	348.3042	348.3041	31.1928	31.1923	-4029.2493	-4029.5043	-1.0000	Œ»∂®∫Ωº£
1361.0340	1	2183692.2575	2181910.3788	348.3021	348.3021	31.1953	31.1954	-4029.6685	-4029.4137	-1.0000	Œ»∂®∫Ωº£
1361.2000	0	2181444.2808	2181241.5389	348.2927	348.2926	31.2112	31.2106	-4029.2635	-4028.9710	-1.0000	Œ»∂®∫Ωº£
1361.2340	1	2182886.3313	2181104.5505	348.2906	348.2907	31.2136	31.2138	-4029.6865	-4028.8802	-1.0000	Œ»∂®∫Ωº£
1361.4000	0	2180638.5184	2180435.7992	348.2812	348.2812	31.2295	31.2290	-4029.2664	-4028.4368	-1.0000	Œ»∂®∫Ωº£
1361.4340	1	2182080.4953	2180298.8290	348.2792	348.2792	31.2320	31.2321	-4029.6921	-4028.3459	-1.0000	Œ»∂®∫Ωº£
1361.6000	0	2179832.8789	2179630.1664	348.2697	348.2697	31.2479	31.2474	-4027.7610	-4027.9018	-1.0000	Œ»∂®∫Ωº£
1361.6340	1	2181274.7802	2179493.2144	348.2678	348.2678	31.2504	31.2505	-4028.2141	-4027.8108	-1.0000	Œ»∂®∫Ωº£
1361.8000	0	2179027.3447	2178824.6407	348.2582	348.2582	31.2662	31.2657	-4027.7723	-4027.3660	-1.0000	Œ»∂®∫Ωº£
1361.8340	1	2180469.1688	2178687.7070	348.2563	348.2563	31.2688	31.2688	-4028.2247	-4027.2748	-1.0000	Œ»∂®∫Ωº£
1362.0000	0	2178221.8986	2178019.2223	348.2467	348.2467	31.2846	31.2841	-4027.7700	-4026.8292	-1.0000	Œ»∂®∫Ωº£
1362.0340	1	2179663.6886	2177882.3068	348.2448	348.2448	31.2871	31.2872	-4026.7294	-4026.7379	-1.0000	Œ»∂®∫Ωº£
1362.2000	0	2177416.5761	2177213.9113	348.2352	348.2352	31.3029	31.3025	-4026.1807	-4026.2917	-1.0000	Œ»∂®∫Ωº£
1362.2340	1	2178858.3215	2177077.0141	348.2333	348.2333	31.3055	31.3056	-4026.7575	-4026.2002	-1.0000	Œ»∂®∫Ωº£
1362.4000	0	2176611.3590	2176408.7079	348.2237	348.2237	31.3213	31.3209	-4026.1864	-4025.7533	-1.0000	Œ»∂®∫Ωº£
1362.4340	1	2178053.0507	2176271.8290	348.2217	348.2217	31.3239	31.3240	-4026.7761	-4025.6617	-1.0000	Œ»∂®∫Ωº£
1362.6000	0	2175806.2439	2175603.6123	348.2121	348.2121	31.3397	31.3393	-4026.1864	-4025.2140	-1.0000	Œ»∂®∫Ωº£
1362.6340	1	2177247.9083	2175466.7517	348.2102	348.2102	31.3423	31.3424	-4025.1986	-4025.1223	-1.0000	Œ»∂®∫Ωº£
1362.8000	0	2175001.2817	2174798.6246	348.2006	348.2006	31.3581	31.3577	-4024.6537	-4024.6739	-1.0000	Œ»∂®∫Ωº£
1362.8340	1	2176442.8754	2174661.7823	348.1986	348.1986	31.3607	31.3608	-4025.2275	-4024.5820	-1.0000	Œ»∂®∫Ωº£
1363.0000	0	2174196.4180	2173993.7450	348.1890	348.1890	31.3765	31.3761	-4024.6771	-4024.1329	-1.0000	Œ»∂®∫Ωº£
1363.0340	1	2175637.9341	2173856.9211	348.1871	348.1871	31.3792	31.3792	-4025.2434	-4024.0409	-1.0000	Œ»∂®∫Ωº£
1363.2000	0	2173391.6341	2173188.9737	348.1774	348.1774	31.3950	31.3945	-4024.6771	-4023.5911	-1.0000	Œ»∂®∫Ωº£
1363.2340	1	2174833.1141	2173052.1683	348.1755	348.1755	31.3976	31.3977	-4023.8035	-4023.4989	-1.0000	Œ»∂®∫Ωº£
1363.4000	0	2172587.0086	2172384.3108	348.1658	348.1658	31.4134	31.4129	-4023.2469	-4023.0484	-1.0000	Œ»∂®∫Ωº£
1363.4340	1	2174028.3963	2172247.5238	348.1639	348.1639	31.4160	31.4161	-4023.8216	-4022.9561	-1.0000	Œ»∂®∫Ωº£
1363.6000	0	2171782.4768	2171579.7566	348.1542	348.1542	31.4318	31.4314	-4023.2684	-4022.5049	-1.0000	Œ»∂®∫Ωº£
1363.6340	1	2173223.8115	2171442.9881	348.1523	348.1523	31.4344	31.4345	-4022.2854	-4022.4124	-1.0000	Œ»∂®∫Ωº£
1363.8000	0	2170978.0673	2170775.3112	348.1426	348.1426	31.4502	31.4498	-4021.6890	-4021.9604	-1.0000	Œ»∂®∫Ωº£
1363.8340	1	2172419.3404	2170638.5612	348.1407	348.1406	31.4529	31.4530	-4022.3189	-4021.8678	-1.0000	Œ»∂®∫Ωº£
1364.0000	0	2170173.7637	2169970.9747	348.1309	348.1310	31.4687	31.4683	-4021.7138	-4021.4152	-1.0000	Œ»∂®∫Ωº£
1364.0340	1	2171614.9666	2169834.2433	348.1290	348.1290	31.4714	31.4714	-4022.3417	-4021.3224	-1.0000	Œ»∂®∫Ωº£
1364.2000	0	2169369.5509	2169166.7474	348.1193	348.1193	31.4871	31.4867	-4021.7240	-4020.8690	-1.0000	Œ»∂®∫Ωº£
1364.2340	1	2170810.7195	2169030.0345	348.1174	348.1173	31.4898	31.4899	-4020.7961	-4020.7761	-1.0000	Œ»∂®∫Ωº£
1364.4000	0	2168565.4564	2168362.6294	348.1076	348.1076	31.5056	31.5052	-4020.2371	-4020.3220	-1.0000	Œ»∂®∫Ωº£
1364.4340	1	2170006.5806	2168225.9351	348.1057	348.1057	31.5083	31.5083	-4020.8248	-4020.2289	-1.0000	Œ»∂®∫Ωº£
1364.6000	0	2167761.4631	2167558.6208	348.0959	348.0960	31.5241	31.5237	-4020.2462	-4019.7741	-1.0000	Œ»∂®∫Ωº£
1364.6340	1	2169202.5340	2167421.9452	348.0940	348.0940	31.5267	31.5268	-4020.8397	-4019.6809	-1.0000	Œ»∂®∫Ωº£
1364.8000	0	2166957.5692	2166754.7220	348.0842	348.0843	31.5426	31.5422	-4020.2462	-4019.2254	-1.0000	Œ»∂®∫Ωº£
1364.8340	1	2168398.6091	2166618.0650	348.0823	348.0823	31.5452	31.5453	-4019.3604	-4019.1320	-1.0000	Œ»∂®∫Ωº£
1365.0000	0	2166153.8236	2165950.9330	348.0725	348.0726	31.5610	31.5607	-4018.7181	-4018.6758	-1.0000	Œ»∂®∫Ωº£
