À—À˜’º”√◊ ‘¥±»¿˝	0.00869318
∏˙◊Ÿ’º”√◊ ‘¥±»¿˝	0.317314
≥…œÒ’º”√◊ ‘¥±»¿˝	0
ø’œ–◊ ‘¥±»¿˝	0.673992
 ±º‰(√Î)	∫Ωº£∫≈	¬À≤®–±æ‡(√◊)	’Ê÷µ–±æ‡(√◊)	¬À≤®∑ΩŒª(∂»)	’Ê÷µ∑ΩŒª(∂»)	¬À≤®∏©—ˆ(∂»)	’Ê÷µ∏©—ˆ(∂»)	¬À≤®ÀŸ∂»(m/s)	’Ê÷µÀŸ∂»(m/s)	RCS	∫Ωº£◊¥Ã¨
1363.4000	1	2173252.1085	2172384.3108	348.1659	348.1658	31.4129	31.4129	-4023.5520	-4023.0484	-1.0000	Œ»∂®∫Ωº£
1363.4340	2	2172435.6614	2172247.5238	348.1639	348.1639	31.4162	31.4161	-4023.8983	-4022.9561	-1.0000	Œ»∂®∫Ωº£
1363.6000	1	2172447.6081	2171579.7566	348.1544	348.1542	31.4314	31.4314	-4022.4212	-4022.5049	-1.0000	Œ»∂®∫Ωº£
1363.6340	2	2171631.0048	2171442.9881	348.1523	348.1523	31.4346	31.4345	-4023.3331	-4022.4124	-1.0000	Œ»∂®∫Ωº£
1363.8000	1	2171643.2142	2170775.3112	348.1427	348.1426	31.4498	31.4498	-4022.4236	-4021.9604	-1.0000	Œ»∂®∫Ωº£
1363.8340	2	2170826.4746	2170638.5612	348.1406	348.1406	31.4530	31.4530	-4022.2966	-4021.8678	-1.0000	Œ»∂®∫Ωº£
1364.0000	1	2170838.8852	2169970.9747	348.1311	348.1310	31.4682	31.4683	-4023.2739	-4021.4152	-1.0000	Œ»∂®∫Ωº£
1364.0340	2	2170022.0544	2169834.2433	348.1290	348.1290	31.4715	31.4714	-4022.2620	-4021.3224	-1.0000	Œ»∂®∫Ωº£
1364.2000	1	2170034.6788	2169166.7474	348.1194	348.1193	31.4867	31.4867	-4020.8865	-4020.8690	-1.0000	Œ»∂®∫Ωº£
1364.2340	2	2169217.7666	2169030.0345	348.1174	348.1173	31.4900	31.4899	-4020.9831	-4020.7761	-1.0000	Œ»∂®∫Ωº£
1364.4000	1	2169230.5695	2168362.6294	348.1077	348.1076	31.5052	31.5052	-4021.1306	-4020.3220	-1.0000	Œ»∂®∫Ωº£
1364.4340	2	2168413.5885	2168225.9351	348.1056	348.1057	31.5084	31.5083	-4021.1648	-4020.2289	-1.0000	Œ»∂®∫Ωº£
1364.6000	1	2168426.5418	2167558.6208	348.0960	348.0960	31.5237	31.5237	-4021.1414	-4019.7741	-1.0000	Œ»∂®∫Ωº£
1364.6340	2	2167609.5578	2167421.9452	348.0939	348.0940	31.5269	31.5268	-4019.2100	-4019.6809	-1.0000	Œ»∂®∫Ωº£
1364.8000	1	2167622.6378	2166754.7220	348.0843	348.0843	31.5421	31.5422	-4019.2000	-4019.2254	-1.0000	Œ»∂®∫Ωº£
1364.8340	2	2166805.6006	2166618.0650	348.0823	348.0823	31.5454	31.5453	-4021.0917	-4019.1320	-1.0000	Œ»∂®∫Ωº£
1365.0000	1	2166818.8541	2165950.9330	348.0726	348.0726	31.5606	31.5607	-4018.7812	-4018.6758	-1.0000	Œ»∂®∫Ωº£
1365.0340	2	2166001.7827	2165814.2947	348.0706	348.0706	31.5639	31.5638	-4018.4381	-4018.5823	-1.0000	Œ»∂®∫Ωº£
1365.2000	1	2166015.1824	2165147.2540	348.0609	348.0608	31.5791	31.5791	-4018.4270	-4018.1253	-1.0000	Œ»∂®∫Ωº£
1365.2340	2	2165198.0913	2165010.6344	348.0589	348.0588	31.5824	31.5823	-4018.2242	-4018.0316	-1.0000	Œ»∂®∫Ωº£
1365.4000	1	2165211.5964	2164343.6851	348.0492	348.0491	31.5976	31.5977	-4018.7950	-4017.5739	-1.0000	Œ»∂®∫Ωº£
1365.4340	2	2164394.5436	2164207.0843	348.0471	348.0471	31.6009	31.6008	-4016.9838	-4017.4801	-1.0000	Œ»∂®∫Ωº£
1365.6000	1	2164408.0964	2163540.2267	348.0374	348.0373	31.6162	31.6162	-4018.3001	-4017.0217	-1.0000	Œ»∂®∫Ωº£
1365.6340	2	2163591.1095	2163403.6446	348.0354	348.0353	31.6194	31.6193	-4017.4186	-4016.9277	-1.0000	Œ»∂®∫Ωº£
1365.8000	1	2163604.7010	2162736.8788	348.0256	348.0256	31.6347	31.6347	-4017.2214	-4016.4686	-1.0000	Œ»∂®∫Ωº£
1365.8340	2	2162787.7425	2162600.3155	348.0236	348.0236	31.6379	31.6378	-4018.3426	-4016.3745	-1.0000	Œ»∂®∫Ωº£
1366.0000	1	2162801.4148	2161933.6415	348.0139	348.0138	31.6532	31.6532	-4016.4514	-4015.9146	-1.0000	Œ»∂®∫Ωº£
1366.0340	2	2161984.4870	2161797.0971	348.0118	348.0118	31.6564	31.6564	-4016.4781	-4015.8203	-1.0000	Œ»∂®∫Ωº£
1366.2000	1	2161998.2502	2161130.5152	348.0021	348.0020	31.6717	31.6717	-4015.5349	-4015.3597	-1.0000	Œ»∂®∫Ωº£
1366.2340	2	2161181.3135	2160993.9897	348.0000	348.0000	31.6749	31.6749	-4016.8395	-4015.2653	-1.0000	Œ»∂®∫Ωº£
1366.4000	1	2161195.1983	2160327.4999	347.9903	347.9902	31.6903	31.6903	-4015.2348	-4014.8040	-1.0000	Œ»∂®∫Ωº£
1366.4340	2	2160378.2488	2160190.9933	347.9882	347.9882	31.6935	31.6934	-4015.5196	-4014.7094	-1.0000	Œ»∂®∫Ωº£
1366.6000	1	2160392.2833	2159524.5959	347.9784	347.9784	31.7088	31.7088	-4013.8719	-4014.2474	-1.0000	Œ»∂®∫Ωº£
1366.6340	2	2159575.2601	2159388.1082	347.9764	347.9763	31.7120	31.7120	-4016.0046	-4014.1527	-1.0000	Œ»∂®∫Ωº£
1366.8000	1	2159589.4942	2158721.8033	347.9666	347.9665	31.7274	31.7274	-4013.5858	-4013.6899	-1.0000	Œ»∂®∫Ωº£
1366.8340	2	2158772.3605	2158585.3345	347.9646	347.9645	31.7306	31.7305	-4015.1899	-4013.5950	-1.0000	Œ»∂®∫Ωº£
1367.0000	1	2158786.8191	2157919.1222	347.9547	347.9547	31.7460	31.7460	-4013.4301	-4013.1315	-1.0000	Œ»∂®∫Ωº£
1367.0340	2	2157969.6171	2157782.6725	347.9528	347.9526	31.7491	31.7491	-4012.3611	-4013.0365	-1.0000	Œ»∂®∫Ωº£
1367.2000	1	2157984.2781	2157116.5530	347.9429	347.9428	31.7645	31.7645	-4012.1587	-4012.5722	-1.0000	Œ»∂®∫Ωº£
1367.2340	2	2157166.9938	2156980.1222	347.9409	347.9408	31.7677	31.7677	-4012.9530	-4012.4771	-1.0000	Œ»∂®∫Ωº£
1367.4000	1	2157181.8388	2156314.0956	347.9310	347.9309	31.7831	31.7831	-4012.6170	-4012.0121	-1.0000	Œ»∂®∫Ωº£
1367.4340	2	2156364.4946	2156177.6839	347.9290	347.9289	31.7863	31.7863	-4012.1852	-4011.9168	-1.0000	Œ»∂®∫Ωº£
1367.6000	1	2156379.4753	2155511.7504	347.9191	347.9190	31.8017	31.8017	-4013.0377	-4011.4510	-1.0000	Œ»∂®∫Ωº£
1367.6340	2	2155562.1246	2155375.3578	347.9171	347.9170	31.8049	31.8049	-4011.4569	-4011.3556	-1.0000	Œ»∂®∫Ωº£
1367.8000	1	2155577.1893	2154709.5175	347.9072	347.9071	31.8203	31.8203	-4012.4578	-4010.8891	-1.0000	Œ»∂®∫Ωº£
1367.8340	2	2154759.8630	2154573.1440	347.9052	347.9051	31.8234	31.8234	-4011.5278	-4010.7935	-1.0000	Œ»∂®∫Ωº£
1368.0000	1	2154774.9869	2153907.3971	347.8952	347.8952	31.8389	31.8389	-4011.8365	-4010.3263	-1.0000	Œ»∂®∫Ωº£
1368.0340	2	2153957.7378	2153771.0427	347.8932	347.8931	31.8421	31.8421	-4010.0518	-4010.2305	-1.0000	Œ»∂®∫Ωº£
1368.2000	1	2153972.9181	2153105.3893	347.8833	347.8832	31.8575	31.8575	-4009.6164	-4009.7626	-1.0000	Œ»∂®∫Ωº£
1368.2340	2	2153155.7523	2152969.0541	347.8813	347.8812	31.8607	31.8607	-4009.2848	-4009.6667	-1.0000	Œ»∂®∫Ωº£
1368.4000	1	2153170.9408	2152303.4944	347.8714	347.8713	31.8761	31.8761	-4010.4190	-4009.1980	-1.0000	Œ»∂®∫Ωº£
1368.4340	2	2152353.8831	2152167.1784	347.8693	347.8692	31.8793	31.8793	-4009.4333	-4009.1019	-1.0000	Œ»∂®∫Ωº£
1368.6000	1	2152369.0670	2151501.7124	347.8594	347.8593	31.8948	31.8947	-4009.5854	-4008.6325	-1.0000	Œ»∂®∫Ωº£
1368.6340	2	2151552.0981	2151365.4157	347.8573	347.8573	31.8979	31.8979	-4009.9722	-4008.5362	-1.0000	Œ»∂®∫Ωº£
1368.8000	1	2151567.3306	2150700.0437	347.8474	347.8473	31.9134	31.9134	-4007.8846	-4008.0661	-1.0000	Œ»∂®∫Ωº£
1368.8340	2	2150750.4130	2150563.7662	347.8453	347.8453	31.9166	31.9165	-4008.9179	-4007.9697	-1.0000	Œ»∂®∫Ωº£
1369.0000	1	2150765.7376	2149898.4883	347.8354	347.8353	31.9320	31.9320	-4007.0466	-4007.4988	-1.0000	Œ»∂®∫Ωº£
1369.0340	2	2149948.8636	2149762.2301	347.8333	347.8333	31.9352	31.9352	-4007.1531	-4007.4023	-1.0000	Œ»∂®∫Ωº£
1369.2000	1	2149964.2444	2149097.0465	347.8234	347.8233	31.9507	31.9507	-4007.8823	-4006.9306	-1.0000	Œ»∂®∫Ωº£
1369.2340	2	2149147.4066	2148960.8076	347.8213	347.8212	31.9538	31.9538	-4008.0232	-4006.8339	-1.0000	Œ»∂®∫Ωº£
1369.4000	1	2149162.8328	2148295.7184	347.8113	347.8113	31.9693	31.9693	-4008.0007	-4006.3615	-1.0000	Œ»∂®∫Ωº£
1369.4340	2	2148346.0787	2148159.4988	347.8092	347.8092	31.9725	31.9725	-4006.2657	-4006.2647	-1.0000	Œ»∂®∫Ωº£
1369.6000	1	2148361.5056	2147494.5042	347.7993	347.7992	31.9880	31.9880	-4007.4200	-4005.7915	-1.0000	Œ»∂®∫Ωº£
1369.6340	2	2147544.8569	2147358.3040	347.7972	347.7972	31.9912	31.9912	-4006.4321	-4005.6945	-1.0000	Œ»∂®∫Ωº£
1369.8000	1	2147560.3285	2146693.4041	347.7873	347.7872	32.0067	32.0066	-4004.7031	-4005.2206	-1.0000	Œ»∂®∫Ωº£
1369.8340	2	2146743.7822	2146557.2233	347.7851	347.7851	32.0099	32.0098	-4004.4777	-4005.1235	-1.0000	Œ»∂®∫Ωº£
1370.0000	1	2146759.2936	2145892.4183	347.7752	347.7751	32.0254	32.0253	-4004.2864	-4004.6489	-1.0000	Œ»∂®∫Ωº£
1370.0340	2	2145942.8423	2145756.2569	347.7730	347.7730	32.0286	32.0285	-4004.2628	-4004.5516	-1.0000	Œ»∂®∫Ωº£
1370.2000	1	2145958.3600	2145091.5469	347.7631	347.7630	32.0440	32.0440	-4005.0830	-4004.0762	-1.0000	Œ»∂®∫Ωº£
1370.2340	2	2145141.9923	2144955.4050	347.7609	347.7609	32.0472	32.0472	-4005.0645	-4003.9787	-1.0000	Œ»∂®∫Ωº£
1370.4000	1	2145157.5555	2144290.7901	347.7509	347.7509	32.0627	32.0627	-4003.5794	-4003.5026	-1.0000	Œ»∂®∫Ωº£
1370.4340	2	2144341.2858	2144154.6678	347.7488	347.7488	32.0659	32.0659	-4002.7978	-4003.4050	-1.0000	Œ»∂®∫Ωº£
1370.6000	1	2144356.8544	2143490.1482	347.7388	347.7388	32.0814	32.0814	-4003.8624	-4002.9280	-1.0000	Œ»∂®∫Ωº£
1370.6340	2	2143540.6763	2143354.0453	347.7367	347.7367	32.0846	32.0846	-4003.7508	-4002.8303	-1.0000	Œ»∂®∫Ωº£
1370.8000	1	2143556.2841	2142689.6212	347.7267	347.7266	32.1001	32.1001	-4002.3479	-4002.3526	-1.0000	Œ»∂®∫Ωº£
1370.8340	2	2142740.1834	2142553.5380	347.7246	347.7246	32.1033	32.1033	-4002.5045	-4002.2547	-1.0000	Œ»∂®∫Ωº£
1371.0000	1	2142755.8340	2141889.2094	347.7145	347.7145	32.1188	32.1188	-4002.1593	-4001.7763	-1.0000	Œ»∂®∫Ωº£
1371.0340	2	2141939.7948	2141753.1458	347.7124	347.7124	32.1220	32.1220	-4002.3490	-4001.6782	-1.0000	Œ»∂®∫Ωº£
1371.2000	1	2141955.5329	2141088.9130	347.7023	347.7023	32.1375	32.1376	-4000.5626	-4001.1991	-1.0000	Œ»∂®∫Ωº£
1371.2340	2	2141139.4983	2140952.8690	347.7003	347.7002	32.1407	32.1407	-4002.2537	-4001.1009	-1.0000	Œ»∂®∫Ωº£
1371.4000	1	2141155.3673	2140288.7321	347.6902	347.6901	32.1563	32.1563	-4000.3519	-4000.6209	-1.0000	Œ»∂®∫Ωº£
1371.4340	2	2140339.3357	2140152.7077	347.6881	347.6881	32.1595	32.1595	-4000.2892	-4000.5226	-1.0000	Œ»∂®∫Ωº£
1371.6000	1	2140355.3223	2139488.6670	347.6780	347.6779	32.1750	32.1750	-4000.1964	-4000.0419	-1.0000	Œ»∂®∫Ωº£
1371.6340	2	2139539.3149	2139352.6623	347.6759	347.6759	32.1782	32.1782	-3999.4159	-3999.9433	-1.0000	Œ»∂®∫Ωº£
1371.8000	1	2139555.4161	2138688.7177	347.6658	347.6657	32.1938	32.1938	-3998.9887	-3999.4619	-1.0000	Œ»∂®∫Ωº£
1371.8340	2	2138739.4310	2138552.7327	347.6637	347.6636	32.1970	32.1970	-3998.9208	-3999.3632	-1.0000	Œ»∂®∫Ωº£
1372.0000	1	2138755.6027	2137888.8845	347.6535	347.6535	32.2125	32.2125	-3999.9204	-3998.8810	-1.0000	Œ»∂®∫Ωº£
1372.0340	2	2137939.6161	2137752.9193	347.6514	347.6514	32.2157	32.2157	-4000.5836	-3998.7822	-1.0000	Œ»∂®∫Ωº£
1372.2000	1	2137955.8822	2137089.1676	347.6413	347.6413	32.2313	32.2313	-3999.4398	-3998.2992	-1.0000	Œ»∂®∫Ωº£
1372.2340	2	2137139.9362	2136953.2222	347.6392	347.6392	32.2345	32.2345	-3997.8885	-3998.2002	-1.0000	Œ»∂®∫Ωº£
1372.4000	1	2137156.2647	2136289.5672	347.6290	347.6290	32.2501	32.2501	-3998.5225	-3997.7164	-1.0000	Œ»∂®∫Ωº£
1372.4340	2	2136340.3806	2136153.6416	347.6269	347.6269	32.2532	32.2532	-3997.6333	-3997.6173	-1.0000	Œ»∂®∫Ωº£
1372.6000	1	2136356.7724	2135490.0834	347.6167	347.6167	32.2689	32.2688	-3997.2401	-3997.1328	-1.0000	Œ»∂®∫Ωº£
1372.6340	2	2135540.9662	2135354.1776	347.6146	347.6146	32.2720	32.2720	-3996.4139	-3997.0335	-1.0000	Œ»∂®∫Ωº£
1372.8000	1	2135557.3824	2134690.7164	347.6044	347.6044	32.2877	32.2876	-3997.4095	-3996.5482	-1.0000	Œ»∂®∫Ωº£
1372.8340	2	2134741.6439	2134554.8305	347.6023	347.6024	32.2908	32.2908	-3997.4915	-3996.4488	-1.0000	Œ»∂®∫Ωº£
1373.0000	1	2134758.0989	2133891.4664	347.5921	347.5921	32.3065	32.3064	-3996.7486	-3995.9627	-1.0000	Œ»∂®∫Ωº£
1373.0340	2	2133942.4220	2133755.6004	347.5900	347.5900	32.3096	32.3096	-3996.6155	-3995.8631	-1.0000	Œ»∂®∫Ωº£
1373.2000	1	2133958.9198	2133092.3336	347.5798	347.5798	32.3252	32.3252	-3996.1753	-3995.3763	-1.0000	Œ»∂®∫Ωº£
1373.2340	2	2133143.3049	2132956.4876	347.5777	347.5777	32.3284	32.3284	-3996.0225	-3995.2765	-1.0000	Œ»∂®∫Ωº£
1373.4000	1	2133159.8820	2132293.3182	347.5675	347.5675	32.3440	32.3440	-3994.4841	-3994.7889	-1.0000	Œ»∂®∫Ωº£
1373.4340	2	2132344.2974	2132157.4922	347.5654	347.5654	32.3472	32.3472	-3995.2434	-3994.6890	-1.0000	Œ»∂®∫Ωº£
1373.6000	1	2132360.9405	2131494.4204	347.5551	347.5551	32.3629	32.3628	-3995.3493	-3994.2007	-1.0000	Œ»∂®∫Ωº£
1373.6340	2	2131545.4070	2131358.6143	347.5530	347.5530	32.3660	32.3660	-3994.4361	-3994.1006	-1.0000	Œ»∂®∫Ωº£
1373.8000	1	2131562.1179	2130695.6403	347.5428	347.5428	32.3817	32.3817	-3994.0610	-3993.6115	-1.0000	Œ»∂®∫Ωº£
1373.8340	2	2130746.6607	2130559.8543	347.5407	347.5407	32.3848	32.3849	-3992.9591	-3993.5112	-1.0000	Œ»∂®∫Ωº£
1374.0000	1	2130763.4286	2129896.9781	347.5304	347.5304	32.4005	32.4005	-3992.9892	-3993.0213	-1.0000	Œ»∂®∫Ωº£
1374.0340	2	2129948.0160	2129761.2122	347.5283	347.5283	32.4037	32.4037	-3993.7511	-3992.9209	-1.0000	Œ»∂®∫Ωº£
1374.2000	1	2129964.8711	2129098.4341	347.5180	347.5180	32.4194	32.4193	-3992.3763	-3992.4303	-1.0000	Œ»∂®∫Ωº£
1374.2340	2	2129149.4897	2128962.6882	347.5159	347.5159	32.4225	32.4225	-3992.6662	-3992.3297	-1.0000	Œ»∂®∫Ωº£
1374.4000	1	2129166.4264	2128300.0084	347.5056	347.5056	32.4382	32.4382	-3992.4023	-3991.8383	-1.0000	Œ»∂®∫Ωº£
1374.4340	2	2128351.0876	2128164.2826	347.5035	347.5035	32.4414	32.4414	-3991.8444	-3991.7375	-1.0000	Œ»∂®∫Ωº£
1374.6000	1	2128368.0779	2127501.7011	347.4931	347.4932	32.4570	32.4570	-3992.4087	-3991.2453	-1.0000	Œ»∂®∫Ωº£
1374.6340	2	2127552.8081	2127365.9956	347.4910	347.4911	32.4602	32.4602	-3991.2518	-3991.1444	-1.0000	Œ»∂®∫Ωº£
1374.8000	1	2127569.8652	2126703.5126	347.4807	347.4807	32.4759	32.4759	-3990.5492	-3990.6515	-1.0000	Œ»∂®∫Ωº£
1374.8340	2	2126754.6462	2126567.8272	347.4786	347.4786	32.4791	32.4791	-3990.8914	-3990.5504	-1.0000	Œ»∂®∫Ωº£
1375.0000	1	2126771.7745	2125905.4429	347.4682	347.4683	32.4948	32.4948	-3990.3591	-3990.0566	-1.0000	Œ»∂®∫Ωº£
1375.0340	2	2125956.5969	2125769.7777	347.4661	347.4662	32.4980	32.4980	-3990.4261	-3989.9554	-1.0000	Œ»∂®∫Ωº£
1375.2000	1	2125973.7697	2125107.4923	347.4557	347.4558	32.5136	32.5136	-3991.0177	-3989.4609	-1.0000	Œ»∂®∫Ωº£
1375.2340	2	2125158.6585	2124971.8474	347.4537	347.4537	32.5169	32.5169	-3989.9520	-3989.3595	-1.0000	Œ»∂®∫Ωº£
1375.4000	1	2125175.8995	2124309.6609	347.4433	347.4433	32.5325	32.5325	-3988.8408	-3988.8642	-1.0000	Œ»∂®∫Ωº£
1375.4340	2	2124360.8319	2124174.0363	347.4412	347.4412	32.5357	32.5357	-3989.3076	-3988.7627	-1.0000	Œ»∂®∫Ωº£
1375.6000	1	2124378.1553	2123511.9489	347.4308	347.4308	32.5514	32.5514	-3988.4856	-3988.2666	-1.0000	Œ»∂®∫Ωº£
1375.6340	2	2123563.0904	2123376.3446	347.4286	347.4287	32.5546	32.5546	-3989.7436	-3988.1649	-1.0000	Œ»∂®∫Ωº£
1375.8000	1	2123580.5316	2122714.3566	347.4183	347.4183	32.5703	32.5703	-3988.1103	-3987.6680	-1.0000	Œ»∂®∫Ωº£
1375.8340	2	2122765.4928	2122578.7726	347.4161	347.4162	32.5735	32.5735	-3987.1883	-3987.5662	-1.0000	Œ»∂®∫Ωº£
1376.0000	1	2122783.0352	2121916.8841	347.4057	347.4058	32.5892	32.5892	-3987.2706	-3987.0685	-1.0000	Œ»∂®∫Ωº£
1376.0340	2	2121968.0234	2121781.3205	347.4035	347.4036	32.5925	32.5924	-3987.0475	-3986.9665	-1.0000	Œ»∂®∫Ωº£
1376.2000	1	2121985.6934	2121119.5315	347.3932	347.3932	32.6081	32.6081	-3985.6999	-3986.4680	-1.0000	Œ»∂®∫Ωº£
1376.2340	2	2121170.6831	2120983.9884	347.3910	347.3911	32.6114	32.6114	-3986.3752	-3986.3659	-1.0000	Œ»∂®∫Ωº£
1376.4000	1	2121188.4968	2120322.2992	347.3806	347.3806	32.6270	32.6271	-3985.3253	-3985.8666	-1.0000	Œ»∂®∫Ωº£
1376.4340	2	2120373.4635	2120186.7765	347.3784	347.3785	32.6303	32.6303	-3986.1148	-3985.7643	-1.0000	Œ»∂®∫Ωº£
1376.6000	1	2120391.4252	2119525.1872	347.3681	347.3681	32.6460	32.6460	-3985.3789	-3985.2643	-1.0000	Œ»∂®∫Ωº£
1376.6340	2	2119576.3819	2119389.6850	347.3659	347.3659	32.6492	32.6492	-3984.8559	-3985.1618	-1.0000	Œ»∂®∫Ωº£
1376.8000	1	2119594.4386	2118728.1958	347.3554	347.3555	32.6649	32.6649	-3986.1243	-3984.6610	-1.0000	Œ»∂®∫Ωº£
1376.8340	2	2118779.4405	2118592.7142	347.3533	347.3533	32.6681	32.6682	-3984.1708	-3984.5583	-1.0000	Œ»∂®∫Ωº£
1377.0000	1	2118797.5399	2117931.3252	347.3428	347.3428	32.6839	32.6839	-3985.4924	-3984.0567	-1.0000	Œ»∂®∫Ωº£
1377.0340	2	2117982.6060	2117795.8641	347.3407	347.3407	32.6871	32.6871	-3984.7111	-3983.9539	-1.0000	Œ»∂®∫Ωº£
1377.2000	1	2118000.7522	2117134.5755	347.3302	347.3302	32.7028	32.7028	-3984.1929	-3983.4515	-1.0000	Œ»∂®∫Ωº£
1377.2340	2	2117185.8560	2116999.1350	347.3280	347.3281	32.7060	32.7061	-3984.8384	-3983.3485	-1.0000	Œ»∂®∫Ωº£
1377.4000	1	2117204.0763	2116337.9470	347.3175	347.3176	32.7218	32.7218	-3983.6218	-3982.8453	-1.0000	Œ»∂®∫Ωº£
1377.4340	2	2116389.2316	2116202.5270	347.3154	347.3154	32.7250	32.7250	-3982.9432	-3982.7422	-1.0000	Œ»∂®∫Ωº£
1377.6000	1	2116407.5113	2115541.4397	347.3049	347.3049	32.7408	32.7408	-3983.0256	-3982.2382	-1.0000	Œ»∂®∫Ωº£
1377.6340	2	2115592.7293	2115406.0404	347.3027	347.3028	32.7440	32.7440	-3982.5116	-3982.1349	-1.0000	Œ»∂®∫Ωº£
1377.8000	1	2115611.1084	2114745.0540	347.2922	347.2922	32.7598	32.7598	-3980.8273	-3981.6301	-1.0000	Œ»∂®∫Ωº£
1377.8340	2	2114796.3268	2114609.6754	347.2900	347.2901	32.7630	32.7630	-3982.5880	-3981.5266	-1.0000	Œ»∂®∫Ωº£
1378.0000	1	2114814.8407	2113948.7901	347.2795	347.2795	32.7787	32.7787	-3980.9324	-3981.0211	-1.0000	Œ»∂®∫Ωº£
1378.0340	2	2114000.0525	2113813.4321	347.2773	347.2774	32.7820	32.7820	-3981.1149	-3980.9174	-1.0000	Œ»∂®∫Ωº£
1378.2000	1	2114018.7071	2113152.6480	347.2668	347.2668	32.7977	32.7977	-3980.3605	-3980.4111	-1.0000	Œ»∂®∫Ωº£
1378.2340	2	2113203.9013	2113017.3108	347.2646	347.2647	32.8009	32.8010	-3980.6777	-3980.3073	-1.0000	Œ»∂®∫Ωº£
1378.4000	1	2113222.6819	2112356.6280	347.2541	347.2541	32.8167	32.8167	-3980.5713	-3979.8001	-1.0000	Œ»∂®∫Ωº£
1378.4340	2	2112407.9046	2112221.3116	347.2519	347.2519	32.8199	32.8200	-3979.0016	-3979.6962	-1.0000	Œ»∂®∫Ωº£
1378.6000	1	2112426.7910	2111560.7303	347.2413	347.2414	32.8357	32.8357	-3979.1166	-3979.1882	-1.0000	Œ»∂®∫Ωº£
1378.6340	2	2111611.9923	2111425.4347	347.2391	347.2392	32.8390	32.8390	-3980.7295	-3979.0841	-1.0000	Œ»∂®∫Ωº£
1378.8000	1	2111630.9864	2110764.9551	347.2286	347.2286	32.8548	32.8548	-3980.1292	-3978.5753	-1.0000	Œ»∂®∫Ωº£
1378.8340	2	2110816.1913	2110629.6803	347.2264	347.2264	32.8580	32.8580	-3979.2033	-3978.4710	-1.0000	Œ»∂®∫Ωº£
1379.0000	1	2110835.3410	2109969.3025	347.2158	347.2158	32.8738	32.8738	-3977.1648	-3977.9615	-1.0000	Œ»∂®∫Ωº£
1379.0340	2	2110020.5079	2109834.0486	347.2136	347.2137	32.8770	32.8770	-3978.5527	-3977.8570	-1.0000	Œ»∂®∫Ωº£
1379.2000	1	2110039.8304	2109173.7728	347.2030	347.2031	32.8928	32.8928	-3977.2350	-3977.3466	-1.0000	Œ»∂®∫Ωº£
1379.2340	2	2109224.9812	2109038.5399	347.2008	347.2009	32.8960	32.8961	-3976.5569	-3977.2420	-1.0000	Œ»∂®∫Ωº£
1379.4000	1	2109244.4687	2108378.3662	347.1902	347.1902	32.9119	32.9119	-3976.1184	-3976.7308	-1.0000	Œ»∂®∫Ωº£
1379.4340	2	2108429.5943	2108243.1542	347.1880	347.1881	32.9151	32.9151	-3976.4374	-3976.6261	-1.0000	Œ»∂®∫Ωº£
1379.6000	1	2108449.2450	2107583.0829	347.1774	347.1774	32.9309	32.9309	-3975.7846	-3976.1141	-1.0000	Œ»∂®∫Ωº£
1379.6340	2	2107634.3608	2107447.8918	347.1753	347.1752	32.9341	32.9342	-3975.2761	-3976.0091	-1.0000	Œ»∂®∫Ωº£
1379.8000	1	2107654.1342	2106787.9230	347.1646	347.1646	32.9500	32.9500	-3976.0674	-3975.4964	-1.0000	Œ»∂®∫Ωº£
1379.8340	2	2106839.2197	2106652.7529	347.1624	347.1624	32.9532	32.9532	-3976.7645	-3975.3912	-1.0000	Œ»∂®∫Ωº£
1380.0000	1	2106859.1160	2105992.8867	347.1517	347.1517	32.9691	32.9690	-3976.0957	-3974.8776	-1.0000	Œ»∂®∫Ωº£
1380.0340	2	2106044.1807	2105857.7377	347.1496	347.1495	32.9722	32.9723	-3975.7874	-3974.7724	-1.0000	Œ»∂®∫Ωº£
1380.2000	1	2106064.2373	2105197.9743	347.1388	347.1389	32.9881	32.9881	-3973.9968	-3974.2580	-1.0000	Œ»∂®∫Ωº£
1380.2340	2	2105249.2828	2105062.8463	347.1367	347.1367	32.9913	32.9913	-3974.0009	-3974.1525	-1.0000	Œ»∂®∫Ωº£
1380.4000	1	2105269.5062	2104403.1859	347.1259	347.1260	33.0072	33.0072	-3972.9924	-3973.6373	-1.0000	Œ»∂®∫Ωº£
1380.4340	2	2104454.5275	2104268.0790	347.1238	347.1238	33.0104	33.0104	-3973.2522	-3973.5317	-1.0000	Œ»∂®∫Ωº£
1380.6000	1	2104474.9087	2103608.5217	347.1130	347.1131	33.0263	33.0263	-3972.8233	-3973.0157	-1.0000	Œ»∂®∫Ωº£
1380.6340	2	2103659.8551	2103473.4360	347.1109	347.1109	33.0295	33.0295	-3974.6329	-3972.9099	-1.0000	Œ»∂®∫Ωº£
1380.8000	1	2103680.3872	2102813.9820	347.1001	347.1002	33.0454	33.0454	-3974.1554	-3972.3931	-1.0000	Œ»∂®∫Ωº£
1380.8340	2	2102865.3350	2102678.9175	347.0980	347.0980	33.0486	33.0486	-3971.7267	-3972.2871	-1.0000	Œ»∂®∫Ωº£
1381.0000	1	2102886.0060	2102019.5669	347.0872	347.0872	33.0645	33.0645	-3971.4736	-3971.7695	-1.0000	Œ»∂®∫Ωº£
