À—À˜’º”√◊ ‘¥±»¿˝	0.00869318
∏˙◊Ÿ’º”√◊ ‘¥±»¿˝	0.317314
≥…œÒ’º”√◊ ‘¥±»¿˝	0
ø’œ–◊ ‘¥±»¿˝	0.673992
 ±º‰(√Î)	∫Ωº£∫≈	¬À≤®–±æ‡(√◊)	’Ê÷µ–±æ‡(√◊)	¬À≤®∑ΩŒª(∂»)	’Ê÷µ∑ΩŒª(∂»)	¬À≤®∏©—ˆ(∂»)	’Ê÷µ∏©—ˆ(∂»)	¬À≤®ÀŸ∂»(m/s)	’Ê÷µÀŸ∂»(m/s)	RCS	∫Ωº£◊¥Ã¨
1381.0340	2	2102070.9090	2101884.5235	347.0851	347.0850	33.0677	33.0677	-3973.0494	-3971.6634	-1.0000	Œ»∂®∫Ωº£
1381.2000	1	2102091.7345	2101225.2766	347.0743	347.0743	33.0836	33.0836	-3971.8277	-3971.1449	-1.0000	Œ»∂®∫Ωº£
1381.2340	2	2101276.6378	2101090.2545	347.0721	347.0721	33.0868	33.0868	-3970.4370	-3971.0386	-1.0000	Œ»∂®∫Ωº£
1381.4000	1	2101297.5881	2100431.1113	347.0613	347.0613	33.1028	33.1027	-3970.7473	-3970.5194	-1.0000	Œ»∂®∫Ωº£
1381.4340	2	2100482.4791	2100296.1105	347.0591	347.0591	33.1059	33.1060	-3971.2149	-3970.4129	-1.0000	Œ»∂®∫Ωº£
1381.6000	1	2100503.5821	2099637.0712	347.0483	347.0483	33.1219	33.1218	-3969.5692	-3969.8928	-1.0000	Œ»∂®∫Ωº£
1381.6340	2	2099688.3783	2099502.0917	347.0461	347.0461	33.1250	33.1251	-3972.3910	-3969.7862	-1.0000	Œ»∂®∫Ωº£
1381.8000	1	2099709.7125	2098843.1565	347.0353	347.0353	33.1410	33.1410	-3969.1050	-3969.2653	-1.0000	Œ»∂®∫Ωº£
1381.8171	2	2098961.5483	2098775.2875	347.0343	347.0342	33.1425	33.1426	-3967.6755	-3969.2116	-1.0000	Œ»∂®∫Ωº£
1382.0000	1	2098915.8733	2098049.3675	347.0198	347.0223	33.1598	33.1601	-3973.3826	-3968.6368	-1.0000	Œ»∂®∫Ωº£
