À—À˜’º”√◊ ‘¥±»¿˝	0
∏˙◊Ÿ’º”√◊ ‘¥±»¿˝	0.49858
≥…œÒ’º”√◊ ‘¥±»¿˝	0
ø’œ–◊ ‘¥±»¿˝	0.50142
 ±º‰(√Î)	∫Ωº£∫≈	¬À≤®–±æ‡(√◊)	’Ê÷µ–±æ‡(√◊)	¬À≤®∑ΩŒª(∂»)	’Ê÷µ∑ΩŒª(∂»)	¬À≤®∏©—ˆ(∂»)	’Ê÷µ∏©—ˆ(∂»)	¬À≤®ÀŸ∂»(m/s)	’Ê÷µÀŸ∂»(m/s)	RCS	∫Ωº£◊¥Ã¨
1359.2000	0	2189711.3456	2189304.7790	348.4065	348.4064	31.0281	31.0275	-4034.1499	-4034.2661	0.0000	Œ»∂®∫Ωº£
1359.2340	1	2189960.6233	2189167.6105	348.4046	348.4045	31.0313	31.0306	-4034.4432	-4034.1768	0.0000	Œ»∂®∫Ωº£
1359.2680	2	2189038.8830	2189030.4504	348.4030	348.4026	31.0336	31.0337	-4034.9906	-4034.0875	0.0000	Œ»∂®∫Ωº£
1359.4000	0	2188904.5106	2188497.9794	348.3952	348.3951	31.0463	31.0458	-4034.1769	-4033.7404	0.0000	Œ»∂®∫Ωº£
1359.4340	1	2189153.7536	2188360.8289	348.3933	348.3932	31.0496	31.0489	-4034.4665	-4033.6509	0.0000	Œ»∂®∫Ωº£
1359.4680	2	2188231.9808	2188223.6866	348.3917	348.3913	31.0519	31.0520	-4035.0262	-4033.5614	0.0000	Œ»∂®∫Ωº£
1359.6000	0	2188097.7675	2187691.2851	348.3838	348.3838	31.0646	31.0641	-4034.1925	-4033.2138	0.0000	Œ»∂®∫Ωº£
1359.6340	1	2188346.9728	2187554.1524	348.3819	348.3819	31.0679	31.0672	-4034.4761	-4033.1242	0.0000	Œ»∂®∫Ωº£
1359.6680	2	2187425.1990	2187417.0281	348.3803	348.3799	31.0702	31.0703	-4033.5398	-4033.0346	0.0000	Œ»∂®∫Ωº£
1359.8000	0	2187291.1464	2186884.6961	348.3725	348.3724	31.0829	31.0824	-4032.6875	-4032.6864	0.0000	Œ»∂®∫Ωº£
1359.8340	1	2187540.3113	2186747.5814	348.3706	348.3705	31.0862	31.0855	-4032.9634	-4032.5967	0.0000	Œ»∂®∫Ωº£
1359.8680	2	2186618.5194	2186610.4750	348.3690	348.3686	31.0884	31.0886	-4033.5795	-4032.5069	0.0000	Œ»∂®∫Ωº£
1360.0000	0	2186484.6296	2186078.2128	348.3611	348.3611	31.1012	31.1007	-4032.7101	-4032.1581	0.0000	Œ»∂®∫Ωº£
1360.0340	1	2186733.7519	2185941.1160	348.3592	348.3592	31.1045	31.1038	-4032.9770	-4032.0683	0.0000	Œ»∂®∫Ωº£
1360.0680	2	2185811.9762	2185804.0276	348.3575	348.3572	31.1068	31.1069	-4032.1038	-4031.9783	0.0000	Œ»∂®∫Ωº£
1360.2000	0	2185678.2020	2185271.8351	348.3498	348.3497	31.1195	31.1190	-4032.7189	-4031.6290	0.0000	Œ»∂®∫Ωº£
1360.2340	1	2185927.2796	2185134.7564	348.3479	348.3478	31.1228	31.1221	-4032.9759	-4031.5390	0.0000	Œ»∂®∫Ωº£
1360.2680	2	2185005.5433	2184997.6859	348.3462	348.3458	31.1252	31.1252	-4032.1587	-4031.4490	0.0000	Œ»∂®∫Ωº£
1360.4000	0	2184871.8932	2184465.5634	348.3384	348.3383	31.1378	31.1373	-4031.2051	-4031.0991	0.0000	Œ»∂®∫Ωº£
1360.4340	1	2185120.9246	2184328.5027	348.3365	348.3364	31.1411	31.1404	-4031.4519	-4031.0089	0.0000	Œ»∂®∫Ωº£
1360.4680	2	2184199.2022	2184191.4503	348.3348	348.3344	31.1435	31.1435	-4032.2014	-4030.9188	0.0000	Œ»∂®∫Ωº£
1360.6000	0	2184065.6865	2183659.3977	348.3270	348.3269	31.1561	31.1556	-4031.2175	-4030.5683	0.0000	Œ»∂®∫Ωº£
1360.6340	1	2184314.6710	2183522.3551	348.3251	348.3250	31.1594	31.1587	-4031.4541	-4030.4780	0.0000	Œ»∂®∫Ωº£
1360.6680	2	2183392.9886	2183385.3207	348.3232	348.3230	31.1618	31.1619	-4030.7223	-4030.3877	0.0000	Œ»∂®∫Ωº£
1360.8000	0	2183259.5672	2182853.3383	348.3156	348.3155	31.1745	31.1740	-4031.2152	-4030.0367	0.0000	Œ»∂®∫Ωº£
1360.8340	1	2183508.5479	2182716.3137	348.3137	348.3136	31.1777	31.1771	-4029.9418	-4029.9463	0.0000	Œ»∂®∫Ωº£
1360.8680	2	2182586.8753	2182579.2974	348.3117	348.3116	31.1801	31.1802	-4030.7684	-4029.8558	0.0000	Œ»∂®∫Ωº£
1361.0000	0	2182453.5654	2182047.3853	348.3041	348.3041	31.1928	31.1923	-4029.6899	-4029.5043	0.0000	Œ»∂®∫Ωº£
1361.0340	1	2182702.5370	2181910.3788	348.3022	348.3021	31.1961	31.1954	-4029.9623	-4029.4137	0.0000	Œ»∂®∫Ωº£
1361.0680	2	2181780.8489	2181773.3806	348.3004	348.3002	31.1985	31.1985	-4030.7985	-4029.3230	0.0000	Œ»∂®∫Ωº£
1361.2000	0	2181647.6650	2181241.5389	348.2927	348.2926	31.2111	31.2106	-4029.6907	-4028.9710	0.0000	Œ»∂®∫Ωº£
1361.2340	1	2181896.6219	2181104.5505	348.2908	348.2907	31.2144	31.2138	-4029.9733	-4028.8802	0.0000	Œ»∂®∫Ωº£
1361.2680	2	2180974.9427	2180967.5705	348.2890	348.2887	31.2169	31.2169	-4029.3037	-4028.7894	0.0000	Œ»∂®∫Ωº£
1361.4000	0	2180841.8952	2180435.7992	348.2812	348.2812	31.2295	31.2290	-4028.1770	-4028.4368	0.0000	Œ»∂®∫Ωº£
1361.4340	1	2181090.8319	2180298.8290	348.2793	348.2792	31.2327	31.2321	-4028.4653	-4028.3459	0.0000	Œ»∂®∫Ωº£
1361.4680	2	2180169.1351	2180161.8671	348.2776	348.2773	31.2353	31.2352	-4029.3322	-4028.2550	0.0000	Œ»∂®∫Ωº£
1361.6000	0	2180036.2373	2179630.1664	348.2697	348.2697	31.2478	31.2474	-4028.1961	-4027.9018	0.0000	Œ»∂®∫Ωº£
1361.6340	1	2180285.1492	2179493.2144	348.2678	348.2678	31.2511	31.2505	-4028.4861	-4027.8108	0.0000	Œ»∂®∫Ωº£
1361.6680	2	2179363.4617	2179356.2708	348.2661	348.2658	31.2538	31.2536	-4027.8433	-4027.7197	0.0000	Œ»∂®∫Ωº£
1361.8000	0	2179230.6754	2178824.6407	348.2583	348.2582	31.2662	31.2657	-4028.2057	-4027.3660	0.0000	Œ»∂®∫Ωº£
1361.8340	1	2179479.5577	2178687.7070	348.2564	348.2563	31.2695	31.2688	-4028.4941	-4027.2748	0.0000	Œ»∂®∫Ωº£
1361.8680	2	2178557.8976	2178550.7815	348.2545	348.2543	31.2722	31.2720	-4027.8834	-4027.1836	0.0000	Œ»∂®∫Ωº£
1362.0000	0	2178425.2391	2178019.2223	348.2468	348.2467	31.2846	31.2841	-4026.6963	-4026.8292	0.0000	Œ»∂®∫Ωº£
1362.0340	1	2178674.0880	2177882.3068	348.2449	348.2448	31.2878	31.2872	-4026.9803	-4026.7379	0.0000	Œ»∂®∫Ωº£
1362.0680	2	2177752.4228	2177745.3996	348.2431	348.2428	31.2906	31.2904	-4027.9102	-4026.6466	0.0000	Œ»∂®∫Ωº£
1362.2000	0	2177619.9099	2177213.9113	348.2353	348.2352	31.3029	31.3025	-4026.7158	-4026.2917	0.0000	Œ»∂®∫Ωº£
1362.2340	1	2177868.7225	2177077.0141	348.2334	348.2333	31.3062	31.3056	-4026.9932	-4026.2002	0.0000	Œ»∂®∫Ωº£
1362.2680	2	2176947.0739	2176940.1252	348.2316	348.2313	31.3091	31.3087	-4026.4148	-4026.1087	0.0000	Œ»∂®∫Ωº£
1362.4000	0	2176814.6728	2176408.7079	348.2237	348.2237	31.3213	31.3209	-4026.7225	-4025.7533	0.0000	Œ»∂®∫Ωº£
1362.4340	1	2177063.4461	2176271.8290	348.2218	348.2217	31.3246	31.3240	-4026.9916	-4025.6617	0.0000	Œ»∂®∫Ωº£
1362.4680	2	2176141.8269	2176134.9584	348.2200	348.2198	31.3275	31.3271	-4026.4446	-4025.5700	0.0000	Œ»∂®∫Ωº£
1362.6000	0	2176009.5570	2175603.6123	348.2122	348.2121	31.3397	31.3393	-4025.2075	-4025.2140	0.0000	Œ»∂®∫Ωº£
1362.6340	1	2176258.2882	2175466.7517	348.2103	348.2102	31.3430	31.3424	-4025.4670	-4025.1223	0.0000	Œ»∂®∫Ωº£
1362.6680	2	2175336.6677	2175329.8994	348.2084	348.2082	31.3459	31.3455	-4026.4584	-4025.0305	0.0000	Œ»∂®∫Ωº£
1362.8000	0	2175204.5460	2174798.6246	348.2006	348.2006	31.3581	31.3577	-4025.2192	-4024.6739	0.0000	Œ»∂®∫Ωº£
1362.8340	1	2175453.2332	2174661.7823	348.1987	348.1986	31.3614	31.3608	-4025.4684	-4024.5820	0.0000	Œ»∂®∫Ωº£
1362.8680	2	2174531.6217	2174524.9484	348.1969	348.1967	31.3642	31.3639	-4024.9478	-4024.4901	0.0000	Œ»∂®∫Ωº£
1363.0000	0	2174399.6235	2173993.7450	348.1891	348.1890	31.3765	31.3761	-4025.2164	-4024.1329	0.0000	Œ»∂®∫Ωº£
1363.0340	1	2174648.3099	2173856.9211	348.1871	348.1871	31.3798	31.3792	-4023.9550	-4024.0409	0.0000	Œ»∂®∫Ωº£
1363.0680	2	2173726.6782	2173720.1057	348.1854	348.1851	31.3825	31.3824	-4024.9621	-4023.9488	0.0000	Œ»∂®∫Ωº£
1363.2000	0	2173594.8209	2173188.9737	348.1775	348.1774	31.3949	31.3945	-4023.6908	-4023.5911	0.0000	Œ»∂®∫Ωº£
1363.2340	1	2173843.4998	2173052.1683	348.1756	348.1755	31.3982	31.3977	-4023.9741	-4023.4989	0.0000	Œ»∂®∫Ωº£
1363.2680	2	2172921.8656	2172915.3712	348.1739	348.1735	31.4009	31.4008	-4023.4603	-4023.4067	0.0000	Œ»∂®∫Ωº£
1363.4000	0	2172790.1217	2172384.3108	348.1659	348.1658	31.4134	31.4129	-4023.6911	-4023.0484	0.0000	Œ»∂®∫Ωº£
1363.4340	1	2173038.7865	2172247.5238	348.1640	348.1639	31.4166	31.4161	-4023.9832	-4022.9561	0.0000	Œ»∂®∫Ωº£
1363.4680	2	2172117.1654	2172110.7453	348.1623	348.1619	31.4193	31.4192	-4023.4895	-4022.8637	0.0000	Œ»∂®∫Ωº£
1363.6000	0	2171985.5534	2171579.7566	348.1543	348.1542	31.4318	31.4314	-4022.1767	-4022.5049	0.0000	Œ»∂®∫Ωº£
1363.6340	1	2172234.1988	2171442.9881	348.1523	348.1523	31.4350	31.4345	-4022.4728	-4022.4124	0.0000	Œ»∂®∫Ωº£
1363.6680	2	2171312.5655	2171306.2280	348.1506	348.1503	31.4378	31.4377	-4023.5072	-4022.3199	0.0000	Œ»∂®∫Ωº£
1363.8000	0	2171181.0991	2170775.3112	348.1427	348.1426	31.4502	31.4498	-4022.1947	-4021.9604	0.0000	Œ»∂®∫Ωº£
1363.8340	1	2171429.7196	2170638.5612	348.1407	348.1406	31.4535	31.4530	-4022.4908	-4021.8678	0.0000	Œ»∂®∫Ωº£
1363.8680	2	2170508.0881	2170501.8196	348.1389	348.1386	31.4562	31.4561	-4022.0033	-4021.7752	0.0000	Œ»∂®∫Ωº£
1364.0000	0	2170376.7417	2169970.9747	348.1310	348.1310	31.4687	31.4683	-4022.2028	-4021.4152	0.0000	Œ»∂®∫Ωº£
1364.0340	1	2170625.3325	2169834.2433	348.1291	348.1290	31.4719	31.4714	-4022.4954	-4021.3224	0.0000	Œ»∂®∫Ωº£
1364.0680	2	2169703.7175	2169697.5202	348.1271	348.1270	31.4747	31.4746	-4022.0258	-4021.2296	0.0000	Œ»∂®∫Ωº£
1364.2000	0	2169572.5105	2169166.7474	348.1194	348.1193	31.4871	31.4867	-4020.6914	-4020.8690	0.0000	Œ»∂®∫Ωº£
1364.2340	1	2169821.0674	2169030.0345	348.1174	348.1173	31.4904	31.4899	-4020.9777	-4020.7761	0.0000	Œ»∂®∫Ωº£
1364.2680	2	2168899.4769	2168893.3300	348.1155	348.1153	31.4931	31.4930	-4020.5333	-4020.6831	0.0000	Œ»∂®∫Ωº£
1364.4000	0	2168768.3879	2168362.6294	348.1077	348.1076	31.5056	31.5052	-4020.7084	-4020.3220	0.0000	Œ»∂®∫Ωº£
1364.4340	1	2169016.9071	2168225.9351	348.1057	348.1057	31.5088	31.5083	-4020.9861	-4020.2289	0.0000	Œ»∂®∫Ωº£
1364.4680	2	2168095.3536	2168089.2492	348.1039	348.1037	31.5116	31.5115	-4020.5727	-4020.1358	0.0000	Œ»∂®∫Ωº£
1364.6000	0	2167964.3577	2167558.6208	348.0960	348.0960	31.5241	31.5237	-4020.7119	-4019.7741	0.0000	Œ»∂®∫Ωº£
1364.6340	1	2168212.8804	2167421.9452	348.0941	348.0940	31.5273	31.5268	-4019.4797	-4019.6809	0.0000	Œ»∂®∫Ωº£
1364.6680	2	2167291.3282	2167285.2780	348.0922	348.0920	31.5301	31.5300	-4020.6008	-4019.5877	0.0000	Œ»∂®∫Ωº£
1364.8000	0	2167160.4494	2166754.7220	348.0843	348.0843	31.5425	31.5422	-4019.1931	-4019.2254	0.0000	Œ»∂®∫Ωº£
1364.8340	1	2167408.9679	2166618.0650	348.0823	348.0823	31.5458	31.5453	-4019.5052	-4019.1320	0.0000	Œ»∂®∫Ωº£
1364.8680	2	2166487.4284	2166481.4165	348.0805	348.0803	31.5486	31.5484	-4019.1076	-4019.0386	0.0000	Œ»∂®∫Ωº£
1365.0000	0	2166356.6461	2165950.9330	348.0726	348.0726	31.5610	31.5607	-4019.2006	-4018.6758	0.0000	Œ»∂®∫Ωº£
1365.0340	1	2166605.1531	2165814.2947	348.0706	348.0706	31.5642	31.5638	-4019.5200	-4018.5823	0.0000	Œ»∂®∫Ωº£
1365.0680	2	2165683.6375	2165677.6648	348.0687	348.0686	31.5671	31.5669	-4019.1408	-4018.4887	0.0000	Œ»∂®∫Ωº£
1365.2000	0	2165552.9329	2165147.2540	348.0609	348.0608	31.5795	31.5791	-4019.1930	-4018.1253	0.0000	Œ»∂®∫Ωº£
1365.2340	1	2165801.4650	2165010.6344	348.0589	348.0588	31.5827	31.5823	-4018.0145	-4018.0316	0.0000	Œ»∂®∫Ωº£
1365.2680	2	2164879.9393	2164874.0233	348.0569	348.0568	31.5856	31.5854	-4019.1581	-4017.9379	0.0000	Œ»∂®∫Ωº£
1365.4000	0	2164749.3396	2164343.6851	348.0491	348.0491	31.5980	31.5977	-4017.6621	-4017.5739	0.0000	Œ»∂®∫Ωº£
1365.4340	1	2164997.8849	2164207.0843	348.0472	348.0471	31.6012	31.6008	-4018.0362	-4017.4801	0.0000	Œ»∂®∫Ωº£
1365.4680	2	2164076.3595	2164070.4919	348.0452	348.0451	31.6041	31.6039	-4017.6505	-4017.3863	0.0000	Œ»∂®∫Ωº£
1365.6000	0	2163945.8498	2163540.2267	348.0374	348.0373	31.6165	31.6162	-4017.6569	-4017.0217	0.0000	Œ»∂®∫Ωº£
1365.6340	1	2164194.3973	2163403.6446	348.0354	348.0353	31.6197	31.6193	-4018.0435	-4016.9277	0.0000	Œ»∂®∫Ωº£
1365.6680	2	2163272.8828	2163267.0710	348.0334	348.0333	31.6227	31.6225	-4017.6666	-4016.8337	0.0000	Œ»∂®∫Ωº£
1365.8000	0	2163142.4925	2162736.8788	348.0256	348.0256	31.6350	31.6347	-4016.1366	-4016.4686	0.0000	Œ»∂®∫Ωº£
1365.8340	1	2163391.0316	2162600.3155	348.0237	348.0236	31.6382	31.6378	-4016.5274	-4016.3745	0.0000	Œ»∂®∫Ωº£
1365.8680	2	2162469.5407	2162463.7607	348.0216	348.0216	31.6412	31.6410	-4016.1656	-4016.2803	0.0000	Œ»∂®∫Ωº£
1366.0000	0	2162339.2497	2161933.6415	348.0138	348.0138	31.6535	31.6532	-4016.1485	-4015.9146	0.0000	Œ»∂®∫Ωº£
1366.0340	1	2162587.7710	2161797.0971	348.0119	348.0118	31.6568	31.6564	-4016.5364	-4015.8203	0.0000	Œ»∂®∫Ωº£
1366.0680	2	2161666.3092	2161660.5612	348.0098	348.0098	31.6598	31.6595	-4016.1940	-4015.7261	0.0000	Œ»∂®∫Ωº£
1366.2000	0	2161536.1047	2161130.5152	348.0021	348.0020	31.6720	31.6717	-4016.1502	-4015.3597	0.0000	Œ»∂®∫Ωº£
1366.2340	1	2161784.6432	2160993.9897	348.0001	348.0000	31.6753	31.6749	-4015.0293	-4015.2653	0.0000	Œ»∂®∫Ωº£
1366.2680	2	2160863.1733	2160857.4726	347.9980	347.9980	31.6783	31.6780	-4016.2097	-4015.1709	0.0000	Œ»∂®∫Ωº£
1366.4000	0	2160733.0867	2160327.4999	347.9902	347.9902	31.6906	31.6903	-4014.6322	-4014.8040	0.0000	Œ»∂®∫Ωº£
1366.4340	1	2160981.6300	2160190.9933	347.9882	347.9882	31.6938	31.6934	-4015.0532	-4014.7094	0.0000	Œ»∂®∫Ωº£
1366.4680	2	2160060.1594	2160054.4951	347.9862	347.9862	31.6968	31.6966	-4014.7031	-4014.6149	0.0000	Œ»∂®∫Ωº£
1366.6000	0	2159930.1780	2159524.5959	347.9784	347.9784	31.7091	31.7088	-4014.6425	-4014.2474	0.0000	Œ»∂®∫Ωº£
1366.6340	1	2160178.7141	2159388.1082	347.9764	347.9763	31.7124	31.7120	-4015.0654	-4014.1527	0.0000	Œ»∂®∫Ωº£
1366.6680	2	2159257.2554	2159251.6290	347.9744	347.9743	31.7154	31.7151	-4014.7227	-4014.0579	0.0000	Œ»∂®∫Ωº£
1366.8000	0	2159127.3630	2158721.8033	347.9666	347.9665	31.7277	31.7274	-4014.6393	-4013.6899	0.0000	Œ»∂®∫Ωº£
1366.8340	1	2159375.9246	2158585.3345	347.9646	347.9645	31.7309	31.7305	-4013.5564	-4013.5950	0.0000	Œ»∂®∫Ωº£
1366.8680	2	2158454.4435	2158448.8742	347.9624	347.9625	31.7339	31.7337	-4014.7265	-4013.5001	0.0000	Œ»∂®∫Ωº£
1367.0000	0	2158324.6713	2157919.1222	347.9547	347.9547	31.7462	31.7460	-4013.1137	-4013.1315	0.0000	Œ»∂®∫Ωº£
1367.0340	1	2158573.2434	2157782.6725	347.9527	347.9526	31.7495	31.7491	-4013.5739	-4013.0365	0.0000	Œ»∂®∫Ωº£
1367.0680	2	2157651.7507	2157646.2312	347.9506	347.9506	31.7524	31.7523	-4013.2056	-4012.9414	0.0000	Œ»∂®∫Ωº£
1367.2000	0	2157522.0857	2157116.5530	347.9429	347.9428	31.7648	31.7645	-4013.1143	-4012.5722	0.0000	Œ»∂®∫Ωº£
1367.2340	1	2157770.6546	2156980.1222	347.9408	347.9408	31.7680	31.7677	-4013.5764	-4012.4771	0.0000	Œ»∂®∫Ωº£
1367.2680	2	2156849.1653	2156843.7000	347.9387	347.9387	31.7711	31.7708	-4013.2090	-4012.3819	0.0000	Œ»∂®∫Ωº£
1367.4000	0	2156719.5909	2156314.0956	347.9310	347.9309	31.7834	31.7831	-4013.1000	-4012.0121	0.0000	Œ»∂®∫Ωº£
1367.4340	1	2156968.1879	2156177.6839	347.9289	347.9289	31.7866	31.7863	-4012.0549	-4011.9168	0.0000	Œ»∂®∫Ωº£
1367.4680	2	2156046.7118	2156041.2807	347.9267	347.9269	31.7897	31.7894	-4011.6953	-4011.8214	0.0000	Œ»∂®∫Ωº£
1367.6000	0	2155917.2179	2155511.7504	347.9191	347.9190	31.8019	31.8017	-4011.5623	-4011.4510	0.0000	Œ»∂®∫Ωº£
1367.6340	1	2156165.8263	2155375.3578	347.9170	347.9170	31.8052	31.8049	-4012.0580	-4011.3556	0.0000	Œ»∂®∫Ωº£
1367.6680	2	2155244.3679	2155238.9737	347.9149	347.9150	31.8082	31.8080	-4011.7119	-4011.2601	0.0000	Œ»∂®∫Ωº£
1367.8000	0	2155114.9494	2154709.5175	347.9072	347.9071	31.8205	31.8203	-4011.5502	-4010.8891	0.0000	Œ»∂®∫Ωº£
1367.8340	1	2155363.5978	2154573.1440	347.9051	347.9051	31.8238	31.8234	-4010.5448	-4010.7935	0.0000	Œ»∂®∫Ωº£
1367.8680	2	2154442.1221	2154436.7790	347.9029	347.9030	31.8268	31.8266	-4011.7170	-4010.6978	0.0000	Œ»∂®∫Ωº£
1368.0000	0	2154312.8146	2153907.3971	347.8952	347.8952	31.8391	31.8389	-4010.0231	-4010.3263	0.0000	Œ»∂®∫Ωº£
1368.0340	1	2154561.4838	2153771.0427	347.8932	347.8931	31.8424	31.8421	-4010.5624	-4010.2305	0.0000	Œ»∂®∫Ωº£
1368.0680	2	2153640.0034	2153634.6969	347.8910	347.8911	31.8454	31.8452	-4010.2009	-4010.1347	0.0000	Œ»∂®∫Ωº£
1368.2000	0	2153510.7955	2153105.3893	347.8833	347.8832	31.8577	31.8575	-4010.0282	-4009.7626	0.0000	Œ»∂®∫Ωº£
1368.2340	1	2153759.4682	2152969.0541	347.8813	347.8812	31.8610	31.8607	-4010.5683	-4009.6667	0.0000	Œ»∂®∫Ωº£
1368.2680	2	2152837.9924	2152832.7274	347.8792	347.8792	31.8640	31.8638	-4010.2115	-4009.5707	0.0000	Œ»∂®∫Ωº£
1368.4000	0	2152708.8754	2152303.4944	347.8713	347.8713	31.8763	31.8761	-4010.0232	-4009.1980	0.0000	Œ»∂®∫Ωº£
1368.4340	1	2152957.5798	2152167.1784	347.8693	347.8692	31.8796	31.8793	-4009.0529	-4009.1019	0.0000	Œ»∂®∫Ωº£
1368.4680	2	2152036.0791	2152030.8709	347.8671	347.8672	31.8826	31.8824	-4010.2075	-4009.0058	0.0000	Œ»∂®∫Ωº£
1368.6000	0	2151907.0837	2151501.7124	347.8594	347.8593	31.8949	31.8947	-4008.4985	-4008.6325	0.0000	Œ»∂®∫Ωº£
1368.6340	1	2152155.8005	2151365.4157	347.8573	347.8573	31.8982	31.8979	-4009.0641	-4008.5362	0.0000	Œ»∂®∫Ωº£
1368.6680	2	2151234.2885	2151229.1274	347.8551	347.8552	31.9013	31.9011	-4008.6793	-4008.4400	0.0000	Œ»∂®∫Ωº£
1368.8000	0	2151105.4032	2150700.0437	347.8474	347.8473	31.9136	31.9134	-4008.5022	-4008.0661	0.0000	Œ»∂®∫Ωº£
1368.8340	1	2151354.1142	2150563.7662	347.8453	347.8453	31.9168	31.9165	-4009.0602	-4007.9697	0.0000	Œ»∂®∫Ωº£
1368.8680	2	2150432.6002	2150427.4972	347.8431	347.8432	31.9199	31.9197	-4008.6758	-4007.8733	0.0000	Œ»∂®∫Ωº£
1369.0000	0	2150303.8171	2149898.4883	347.8354	347.8353	31.9322	31.9320	-4008.4924	-4007.4988	0.0000	Œ»∂®∫Ωº£
1369.0340	1	2150552.5508	2149762.2301	347.8333	347.8333	31.9354	31.9352	-4007.5326	-4007.4023	0.0000	Œ»∂®∫Ωº£
1369.0680	2	2149631.0494	2149625.9804	347.8310	347.8312	31.9386	31.9384	-4007.1563	-4007.3057	0.0000	Œ»∂®∫Ωº£
1369.2000	0	2149502.3556	2149097.0465	347.8233	347.8233	31.9508	31.9507	-4006.9603	-4006.9306	0.0000	Œ»∂®∫Ωº£
1369.2340	1	2149751.0939	2148960.8076	347.8213	347.8212	31.9541	31.9538	-4007.5297	-4006.8339	0.0000	Œ»∂®∫Ωº£
1369.2680	2	2148829.6107	2148824.5772	347.8189	347.8192	31.9572	31.9570	-4007.1676	-4006.7372	0.0000	Œ»∂®∫Ωº£
1369.4000	0	2148701.0019	2148295.7184	347.8113	347.8113	31.9695	31.9693	-4006.9543	-4006.3615	0.0000	Œ»∂®∫Ωº£
1369.4340	1	2148949.7711	2148159.4988	347.8092	347.8092	31.9727	31.9725	-4006.0106	-4006.2647	0.0000	Œ»∂®∫Ωº£
1369.4680	2	2148028.2735	2148023.2878	347.8068	347.8072	31.9758	31.9757	-4007.1676	-4006.1678	0.0000	Œ»∂®∫Ωº£
1369.6000	0	2147899.7839	2147494.5042	347.7993	347.7992	31.9881	31.9880	-4005.4334	-4005.7915	0.0000	Œ»∂®∫Ωº£
1369.6340	1	2148148.5640	2147358.3040	347.7972	347.7972	31.9914	31.9912	-4006.0225	-4005.6945	0.0000	Œ»∂®∫Ωº£
1369.6680	2	2147227.0639	2147222.1124	347.7947	347.7951	31.9945	31.9943	-4005.6466	-4005.5975	0.0000	Œ»∂®∫Ωº£
1369.8000	0	2147098.6834	2146693.4041	347.7872	347.7872	32.0068	32.0066	-4005.4446	-4005.2206	0.0000	Œ»∂®∫Ωº£
1369.8340	1	2147347.4558	2146557.2233	347.7851	347.7851	32.0100	32.0098	-4006.0228	-4005.1235	0.0000	Œ»∂®∫Ωº£
1369.8680	2	2146425.9602	2146421.0511	347.7827	347.7830	32.0131	32.0130	-4005.6525	-4005.0263	0.0000	Œ»∂®∫Ωº£
1370.0000	0	2146297.6829	2145892.4183	347.7751	347.7751	32.0255	32.0253	-4005.4451	-4004.6489	0.0000	Œ»∂®∫Ωº£
1370.0340	1	2146546.4760	2145756.2569	347.7731	347.7730	32.0287	32.0285	-4004.5020	-4004.5516	0.0000	Œ»∂®∫Ωº£
1370.0680	2	2145624.9567	2145620.1042	347.7705	347.7710	32.0318	32.0317	-4005.6441	-4004.4542	0.0000	Œ»∂®∫Ωº£
1370.2000	0	2145496.8123	2145091.5469	347.7630	347.7630	32.0442	32.0440	-4003.9253	-4004.0762	0.0000	Œ»∂®∫Ωº£
1370.2340	1	2145745.6067	2144955.4050	347.7610	347.7609	32.0474	32.0472	-4004.5080	-4003.9787	0.0000	Œ»∂®∫Ωº£
1370.2680	2	2144824.0762	2144819.2717	347.7584	347.7589	32.0505	32.0504	-4004.1119	-4003.8812	0.0000	Œ»∂®∫Ωº£
1370.4000	0	2144696.0528	2144290.7901	347.7509	347.7509	32.0628	32.0627	-4003.9328	-4003.5026	0.0000	Œ»∂®∫Ωº£
1370.4340	1	2144944.8315	2144154.6678	347.7489	347.7488	32.0661	32.0659	-4004.4991	-4003.4050	0.0000	Œ»∂®∫Ωº£
1370.4680	2	2144023.3000	2144018.5540	347.7463	347.7468	32.0692	32.0691	-4004.1047	-4003.3073	0.0000	Œ»∂®∫Ωº£
1370.6000	0	2143895.3883	2143490.1482	347.7388	347.7388	32.0815	32.0814	-4003.9259	-4002.9280	0.0000	Œ»∂®∫Ωº£
1370.6340	1	2144144.1806	2143354.0453	347.7367	347.7367	32.0848	32.0846	-4002.9665	-4002.8303	0.0000	Œ»∂®∫Ωº£
1370.6680	2	2143222.6590	2143217.9511	347.7343	347.7346	32.0879	32.0878	-4002.5817	-4002.7325	0.0000	Œ»∂®∫Ωº£
1370.8000	0	2143094.8488	2142689.6212	347.7267	347.7266	32.1002	32.1001	-4002.3957	-4002.3526	0.0000	Œ»∂®∫Ωº£
1370.8340	1	2143343.6365	2142553.5380	347.7246	347.7246	32.1035	32.1033	-4002.9587	-4002.2547	0.0000	Œ»∂®∫Ωº£
1370.8680	2	2142422.1350	2142417.4633	347.7221	347.7225	32.1065	32.1065	-4002.5900	-4002.1568	0.0000	Œ»∂®∫Ωº£
1371.0000	0	2142294.4173	2141889.2094	347.7145	347.7145	32.1190	32.1188	-4002.3905	-4001.7763	0.0000	Œ»∂®∫Ωº£
1371.0340	1	2142543.2278	2141753.1458	347.7124	347.7124	32.1222	32.1220	-4001.4349	-4001.6782	0.0000	Œ»∂®∫Ωº£
